Time	Treating Pressure	Flow Rate	Density	Volume	CMT Return Press	CMT Return Rate	CMT Return Dens	NRD Return Tot
mm:dd:yyyy:hh:mm:ss	bars	l/min	sgu	m3	bars	l/min	sgu	m3
____	______________	________	________	_______	________________	_______________	_______________	______________	
12:15:2023:13:49:07	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:08	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:09	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:10	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:11	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:12	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:13	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:14	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:15	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:16	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:17	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:18	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:19	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:20	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:21	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:22	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:23	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:24	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:25	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:26	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:27	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:28	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:29	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:30	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:31	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:32	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:33	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:34	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:35	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:37	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:38	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:39	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:40	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:41	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:42	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:43	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:44	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:45	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:46	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:47	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:48	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:49	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:50	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:51	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:52	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:53	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:54	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:55	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:56	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:57	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:58	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:49:59	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:00	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:01	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:02	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:03	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:04	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:05	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:06	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:07	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:08	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:09	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:10	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:11	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:12	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:13	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:14	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:15	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:16	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:17	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:18	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:19	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:20	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:21	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:22	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:23	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:24	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:25	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:26	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:27	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:28	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:29	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:30	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:31	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:32	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:33	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:34	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:35	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:36	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:37	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:38	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:39	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:40	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:41	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:43	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:44	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:45	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:46	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:47	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:48	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:49	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:50	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:51	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:52	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:53	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:54	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:55	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:56	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:57	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:58	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:50:59	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:00	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:01	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:02	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:03	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:04	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:05	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:06	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:07	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:08	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:09	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:10	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:11	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:12	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:13	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:14	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:15	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:16	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:17	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:18	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:19	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:20	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:21	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:22	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:23	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:24	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:25	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:26	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:27	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:28	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:29	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:30	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:31	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:32	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:33	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:34	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:35	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:36	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:37	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:38	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:39	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:40	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:41	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:42	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:43	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:44	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:45	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:46	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:47	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:49	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:50	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:51	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:52	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:53	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:54	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:55	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:56	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:57	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:58	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:51:59	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:00	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:01	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:02	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:03	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:04	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:05	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:06	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:07	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:08	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:09	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:10	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:11	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:12	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:13	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:14	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:15	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:16	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:17	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:18	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:19	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:20	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:21	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:22	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:23	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:24	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:25	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:26	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:27	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:28	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:29	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:30	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:31	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:32	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:33	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:34	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:35	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:36	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:37	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:38	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:39	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:40	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:41	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:42	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:43	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:44	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:45	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:46	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:47	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:48	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:49	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:50	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:51	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:52	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:53	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:54	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:56	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:57	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:58	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:52:59	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:00	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:01	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:02	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:03	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:04	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:05	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:06	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:07	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:08	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:09	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:10	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:11	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:12	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:13	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:14	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:15	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:16	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:17	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:18	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:19	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:20	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:21	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:22	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:23	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:24	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:25	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:26	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:27	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:28	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:29	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:30	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:31	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:32	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:33	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:34	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:35	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:36	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:37	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:38	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:39	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:40	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:41	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:42	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:43	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:44	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:45	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:46	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:47	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:48	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:49	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:50	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:51	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:52	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:53	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:54	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:55	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:56	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:57	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:58	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:53:59	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:54:00	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:54:02	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:54:03	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:54:04	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:54:05	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:54:06	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:54:07	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:54:08	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:54:09	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:54:10	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:54:11	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
12:15:2023:13:54:12	1.0	0.0	1.09	0.000	-0.1	0.0	1.06	0.0
