Time	Treating Pressure	Flow Rate	Density	Volume	CMT Return Press	CMT Return Rate	CMT Return Dens	NRD Return Tot
mm:dd:yyyy:hh:mm:ss	bars	l/min	sgu	m3	bars	l/min	sgu	m3
____	______________	________	________	_______	________________	_______________	_______________	______________	
12:15:2023:14:23:32	2.0	0.0	1.08	0.300	1.2	0.0	1.04	0.0
12:15:2023:14:23:33	2.0	0.0	1.08	0.300	1.2	0.0	1.04	0.0
12:15:2023:14:23:34	3.0	0.0	1.08	0.300	1.5	0.0	1.04	0.0
12:15:2023:14:23:35	3.0	52.7	1.08	0.300	1.8	0.0	1.04	0.0
12:15:2023:14:23:36	3.0	86.0	1.08	0.301	2.1	0.0	1.04	0.0
12:15:2023:14:23:37	3.0	95.8	1.08	0.302	2.1	0.0	1.04	0.0
12:15:2023:14:23:38	4.0	89.8	1.08	0.302	2.5	0.0	1.04	0.0
12:15:2023:14:23:39	4.0	89.8	1.08	0.301	2.8	0.0	1.04	0.0
12:15:2023:14:23:40	5.0	86.3	1.08	0.301	3.4	0.0	1.04	0.0
12:15:2023:14:23:41	5.0	87.4	1.08	0.301	3.7	0.0	1.04	0.0
12:15:2023:14:23:42	6.0	88.3	1.08	0.301	4.4	0.0	1.04	0.0
12:15:2023:14:23:43	6.0	86.8	1.08	0.301	4.7	0.0	1.04	0.0
12:15:2023:14:23:44	6.0	87.4	1.08	0.301	5.0	0.0	1.04	0.0
12:15:2023:14:23:45	7.0	87.7	1.08	0.301	5.3	0.0	1.04	0.0
12:15:2023:14:23:47	7.0	87.7	1.08	0.303	5.6	0.0	1.04	0.0
12:15:2023:14:23:48	8.0	91.7	1.08	0.301	6.2	0.0	1.04	0.0
12:15:2023:14:23:49	8.0	84.6	1.08	0.301	6.9	0.0	1.04	0.0
12:15:2023:14:23:50	8.0	84.8	1.08	0.401	6.9	0.0	1.04	0.0
12:15:2023:14:23:51	9.0	85.7	1.08	0.401	7.5	0.0	1.04	0.0
12:15:2023:14:23:52	9.0	86.5	1.08	0.401	7.8	0.0	1.04	0.0
12:15:2023:14:23:53	10.0	86.5	1.08	0.401	8.8	0.0	1.04	0.0
12:15:2023:14:23:54	10.0	86.5	1.08	0.401	9.4	0.0	1.04	0.0
12:15:2023:14:23:55	11.0	88.6	1.08	0.401	9.4	0.0	1.04	0.0
12:15:2023:14:23:56	11.0	86.8	1.08	0.401	10.0	0.0	1.04	0.0
12:15:2023:14:23:57	12.0	85.7	1.08	0.401	10.7	0.0	1.04	0.0
12:15:2023:14:23:58	13.0	86.3	1.08	0.401	11.0	0.0	1.04	0.0
12:15:2023:14:23:59	13.0	87.4	1.08	0.401	11.9	0.0	1.04	0.0
12:15:2023:14:24:00	14.0	88.3	1.08	0.401	11.9	0.0	1.04	0.0
12:15:2023:14:24:01	15.0	88.3	1.08	0.401	12.6	0.0	1.04	0.0
12:15:2023:14:24:02	14.0	88.0	1.08	0.401	13.2	0.0	1.04	0.0
12:15:2023:14:24:03	15.0	88.0	1.08	0.401	13.5	0.0	1.04	0.0
12:15:2023:14:24:04	16.0	87.4	1.08	0.401	14.5	0.0	1.04	0.0
12:15:2023:14:24:05	16.0	86.3	1.08	0.401	15.1	0.0	1.04	0.0
12:15:2023:14:24:06	17.0	86.6	1.08	0.401	15.4	0.0	1.04	0.0
12:15:2023:14:24:07	17.0	85.1	1.08	0.401	16.3	0.0	1.04	0.0
12:15:2023:14:24:08	18.0	87.7	1.08	0.401	16.7	0.0	1.04	0.0
12:15:2023:14:24:09	19.0	87.7	1.08	0.401	17.6	0.0	1.04	0.0
12:15:2023:14:24:10	19.0	88.6	1.08	0.401	17.9	0.0	1.04	0.0
12:15:2023:14:24:11	19.0	88.9	1.08	0.401	18.6	0.0	1.04	0.0
12:15:2023:14:24:12	20.0	85.4	1.08	0.401	18.9	0.0	1.04	0.0
12:15:2023:14:24:13	20.0	83.2	1.08	0.401	19.2	0.0	1.04	0.0
12:15:2023:14:24:14	21.0	84.6	1.08	0.401	19.5	0.0	1.04	0.0
12:15:2023:14:24:15	22.0	86.5	1.08	0.401	20.5	0.0	1.04	0.0
12:15:2023:14:24:16	23.0	86.5	1.08	0.401	20.8	0.0	1.04	0.0
12:15:2023:14:24:17	24.0	85.1	1.08	0.401	21.1	0.0	1.04	0.0
12:15:2023:14:24:18	24.0	86.3	1.08	0.401	21.7	0.0	1.04	0.0
12:15:2023:14:24:19	23.0	87.1	1.08	0.401	23.0	0.0	1.04	0.0
12:15:2023:14:24:20	26.0	85.7	1.08	0.401	24.2	0.0	1.04	0.0
12:15:2023:14:24:21	25.0	83.2	1.08	0.401	25.2	0.0	1.04	0.0
12:15:2023:14:24:22	26.0	84.6	1.08	0.401	25.5	0.0	1.04	0.0
12:15:2023:14:24:23	28.0	84.0	1.08	0.401	24.9	0.0	1.04	0.0
12:15:2023:14:24:24	27.0	84.0	1.08	0.401	24.6	0.0	1.04	0.0
12:15:2023:14:24:25	28.0	84.0	1.08	0.401	24.9	0.0	1.04	0.0
12:15:2023:14:24:26	29.0	87.1	1.08	0.401	25.8	0.0	1.04	0.0
12:15:2023:14:24:27	28.0	85.7	1.08	0.401	26.4	0.0	1.04	0.0
12:15:2023:14:24:28	29.0	86.8	1.08	0.401	27.1	0.0	1.04	0.0
12:15:2023:14:24:29	29.0	84.8	1.08	0.401	27.4	0.0	1.04	0.0
12:15:2023:14:24:30	29.0	84.8	1.08	0.401	28.3	0.0	1.04	0.0
12:15:2023:14:24:31	30.0	84.8	1.08	0.401	29.0	0.0	1.04	0.0
12:15:2023:14:24:32	31.0	86.0	1.08	0.401	29.6	0.0	1.04	0.0
12:15:2023:14:24:33	31.0	86.5	1.08	0.401	29.9	0.0	1.04	0.0
12:15:2023:14:24:34	32.0	87.1	1.08	0.401	30.9	0.0	1.04	0.0
12:15:2023:14:24:35	33.0	84.0	1.08	0.401	31.2	0.0	1.04	0.0
12:15:2023:14:24:36	33.0	84.3	1.08	0.401	31.8	0.0	1.04	0.0
12:15:2023:14:24:37	34.0	85.1	1.08	0.401	32.8	0.0	1.04	0.0
12:15:2023:14:24:38	34.0	85.1	1.08	0.401	32.8	0.0	1.04	0.0
12:15:2023:14:24:39	35.0	87.4	1.08	0.401	33.4	0.0	1.04	0.0
12:15:2023:14:24:40	35.0	85.7	1.08	0.401	33.7	0.0	1.04	0.0
12:15:2023:14:24:41	35.0	88.0	1.08	0.401	34.3	0.0	1.04	0.0
12:15:2023:14:24:42	37.0	83.0	1.08	0.401	34.3	0.0	1.04	0.0
12:15:2023:14:24:43	36.0	84.0	1.08	0.401	35.3	0.0	1.04	0.0
12:15:2023:14:24:44	37.0	83.0	1.08	0.401	35.3	0.0	1.04	0.0
12:15:2023:14:24:45	37.0	85.1	1.08	0.401	35.9	0.0	1.04	0.0
12:15:2023:14:24:46	38.0	85.1	1.08	0.401	35.9	0.0	1.04	0.0
12:15:2023:14:24:47	38.0	84.6	1.08	0.401	36.9	0.0	1.04	0.0
12:15:2023:14:24:48	39.0	85.1	1.08	0.401	37.8	0.0	1.04	0.0
12:15:2023:14:24:49	39.0	85.1	1.08	0.401	37.5	0.0	1.04	0.0
12:15:2023:14:24:50	39.0	84.6	1.08	0.401	38.8	0.0	1.04	0.0
12:15:2023:14:24:51	40.0	83.5	1.08	0.401	38.1	0.0	1.04	0.0
12:15:2023:14:24:53	40.0	84.6	1.08	0.403	39.4	0.0	1.04	0.0
12:15:2023:14:24:54	41.0	84.6	1.08	0.401	39.1	0.0	1.04	0.0
12:15:2023:14:24:55	41.0	86.3	1.08	0.401	40.3	0.0	1.04	0.0
12:15:2023:14:24:56	43.0	83.8	1.08	0.401	40.0	0.0	1.04	0.0
12:15:2023:14:24:57	42.0	81.9	1.08	0.401	41.3	0.0	1.04	0.0
12:15:2023:14:24:58	44.0	83.8	1.08	0.401	42.2	0.0	1.04	0.0
12:15:2023:14:24:59	44.0	81.9	1.08	0.401	41.6	0.0	1.04	0.0
12:15:2023:14:25:00	44.0	80.2	1.08	0.501	42.9	0.0	1.04	0.0
12:15:2023:14:25:01	44.0	80.2	1.08	0.501	42.2	0.0	1.04	0.0
12:15:2023:14:25:02	45.0	82.7	1.08	0.501	43.8	0.0	1.04	0.0
12:15:2023:14:25:03	46.0	82.2	1.08	0.501	43.2	0.0	1.04	0.0
12:15:2023:14:25:04	45.0	84.8	1.08	0.501	44.8	0.0	1.04	0.0
12:15:2023:14:25:05	45.0	86.3	1.08	0.501	43.8	0.0	1.04	0.0
12:15:2023:14:25:06	47.0	82.2	1.08	0.501	45.7	0.0	1.04	0.0
12:15:2023:14:25:07	47.0	81.9	1.08	0.501	44.4	0.0	1.04	0.0
12:15:2023:14:25:08	47.0	81.9	1.08	0.501	44.8	0.0	1.04	0.0
12:15:2023:14:25:09	48.0	83.0	1.08	0.501	46.6	0.0	1.04	0.0
12:15:2023:14:25:10	49.0	83.5	1.08	0.501	47.3	0.0	1.04	0.0
12:15:2023:14:25:11	49.0	85.4	1.08	0.501	46.3	0.0	1.04	0.0
12:15:2023:14:25:12	48.0	80.2	1.08	0.501	47.9	0.0	1.04	0.0
12:15:2023:14:25:13	50.0	83.0	1.08	0.501	47.3	0.0	1.04	0.0
12:15:2023:14:25:14	50.0	82.7	1.08	0.501	48.5	0.0	1.04	0.0
12:15:2023:14:25:15	49.0	82.7	1.08	0.501	48.2	0.0	1.04	0.0
12:15:2023:14:25:16	50.0	82.4	1.08	0.501	48.9	0.0	1.04	0.0
12:15:2023:14:25:17	51.0	79.7	1.08	0.501	49.2	0.0	1.04	0.0
12:15:2023:14:25:18	52.0	80.4	1.08	0.501	50.4	0.0	1.04	0.0
12:15:2023:14:25:19	51.0	81.9	1.08	0.501	49.5	0.0	1.04	0.0
12:15:2023:14:25:20	52.0	82.2	1.08	0.501	51.1	0.0	1.04	0.0
12:15:2023:14:25:21	52.0	83.0	1.08	0.501	49.5	0.0	1.04	0.0
12:15:2023:14:25:22	53.0	81.4	1.08	0.501	52.0	0.0	1.04	0.0
12:15:2023:14:25:23	52.0	81.4	1.08	0.501	49.8	0.0	1.04	0.0
12:15:2023:14:25:24	53.0	80.9	1.08	0.501	53.0	0.0	1.04	0.0
12:15:2023:14:25:25	55.0	80.9	1.08	0.501	50.1	0.0	1.04	0.0
12:15:2023:14:25:26	51.0	81.4	1.08	0.501	53.9	0.0	1.04	0.0
12:15:2023:14:25:27	53.0	81.4	1.08	0.501	50.8	0.0	1.04	0.0
12:15:2023:14:25:28	54.0	80.9	1.08	0.501	54.2	0.0	1.04	0.0
12:15:2023:14:25:29	55.0	82.2	1.08	0.501	51.7	0.0	1.04	0.0
12:15:2023:14:25:30	54.0	82.2	1.08	0.501	53.0	0.0	1.04	0.0
12:15:2023:14:25:31	53.0	78.0	1.08	0.501	53.9	0.0	1.04	0.0
12:15:2023:14:25:32	56.0	79.7	1.08	0.501	53.3	0.0	1.04	0.0
12:15:2023:14:25:33	56.0	81.7	1.08	0.501	53.6	0.0	1.04	0.0
12:15:2023:14:25:34	55.0	81.2	1.08	0.501	54.5	0.0	1.04	0.0
12:15:2023:14:25:35	56.0	81.9	1.08	0.501	53.6	0.0	1.04	0.0
12:15:2023:14:25:36	56.0	81.4	1.08	0.501	55.2	0.0	1.04	0.0
12:15:2023:14:25:37	55.0	81.4	1.08	0.501	53.6	0.0	1.04	0.0
12:15:2023:14:25:38	55.0	81.7	1.08	0.501	55.2	0.0	1.04	0.0
12:15:2023:14:25:39	56.0	81.7	1.08	0.501	54.5	0.0	1.04	0.0
12:15:2023:14:25:40	55.0	79.2	1.08	0.501	55.2	0.0	1.04	0.0
12:15:2023:14:25:41	57.0	80.4	1.08	0.501	54.5	0.0	1.04	0.0
12:15:2023:14:25:42	55.0	81.2	1.08	0.501	55.2	0.0	1.04	0.0
12:15:2023:14:25:43	55.0	83.5	1.08	0.501	54.2	0.0	1.04	0.0
12:15:2023:14:25:44	55.0	80.2	1.08	0.501	55.5	0.0	1.04	0.0
12:15:2023:14:25:45	57.0	80.2	1.08	0.501	53.9	0.0	1.04	0.0
12:15:2023:14:25:46	55.0	80.4	1.08	0.501	55.2	0.0	1.04	0.0
12:15:2023:14:25:47	56.0	82.4	1.08	0.501	54.5	0.0	1.04	0.0
12:15:2023:14:25:48	56.0	81.9	1.08	0.501	55.2	0.0	1.04	0.0
12:15:2023:14:25:49	56.0	79.7	1.08	0.501	54.9	0.0	1.04	0.0
12:15:2023:14:25:50	56.0	78.9	1.08	0.501	54.5	0.0	1.04	0.0
12:15:2023:14:25:51	56.0	79.7	1.08	0.501	54.5	0.0	1.04	0.0
12:15:2023:14:25:52	55.0	79.7	1.08	0.501	53.9	0.0	1.04	0.0
12:15:2023:14:25:53	56.0	83.5	1.08	0.501	53.3	0.0	1.04	0.0
12:15:2023:14:25:54	55.0	80.2	1.08	0.501	54.9	0.0	1.04	0.0
12:15:2023:14:25:55	55.0	78.9	1.08	0.501	53.9	0.0	1.04	0.0
12:15:2023:14:25:56	54.0	79.2	1.08	0.501	54.5	0.0	1.04	0.0
12:15:2023:14:25:57	56.0	83.8	1.08	0.501	54.2	0.0	1.04	0.0
12:15:2023:14:25:58	54.0	83.8	1.08	0.501	54.2	0.0	1.04	0.0
12:15:2023:14:26:00	54.0	83.8	1.08	0.503	53.9	0.0	1.04	0.0
12:15:2023:14:26:01	55.0	82.4	1.08	0.501	53.3	0.0	1.04	0.0
12:15:2023:14:26:02	55.0	81.9	1.08	0.501	53.9	0.0	1.04	0.0
12:15:2023:14:26:03	55.0	80.9	1.08	0.501	52.6	0.0	1.04	0.0
12:15:2023:14:26:04	54.0	80.4	1.08	0.501	52.3	0.0	1.04	0.0
12:15:2023:14:26:05	55.0	80.4	1.08	0.501	53.6	0.0	1.04	0.0
12:15:2023:14:26:06	55.0	82.7	1.08	0.501	53.0	0.0	1.04	0.0
12:15:2023:14:26:07	55.0	35.3	1.08	0.501	51.7	0.0	1.04	0.0
12:15:2023:14:26:08	58.0	35.3	1.08	0.501	57.4	0.0	1.04	0.0
12:15:2023:14:26:09	57.0	236.8	1.08	0.502	51.1	0.0	1.04	0.0
12:15:2023:14:26:10	57.0	317.8	1.08	0.505	60.9	0.0	1.04	0.0
12:15:2023:14:26:11	55.0	321.6	1.08	0.605	51.1	0.0	1.04	0.0
12:15:2023:14:26:12	57.0	299.4	1.08	0.605	62.1	0.0	1.04	0.0
12:15:2023:14:26:13	62.0	313.9	1.08	0.605	55.8	0.0	1.04	0.0
12:15:2023:14:26:14	61.0	313.9	1.08	0.605	59.9	0.0	1.04	0.0
12:15:2023:14:26:15	62.0	313.9	1.08	0.605	58.0	0.0	1.04	0.0
12:15:2023:14:26:16	63.0	357.8	1.08	0.606	59.6	0.0	1.04	0.0
12:15:2023:14:26:17	63.0	329.7	1.08	0.606	59.0	0.0	1.04	0.0
12:15:2023:14:26:18	63.0	407.5	1.08	0.606	60.2	0.0	1.04	0.0
12:15:2023:14:26:19	63.0	411.1	1.08	0.607	59.9	0.0	1.04	0.0
12:15:2023:14:26:20	62.0	397.9	1.08	0.607	62.4	0.0	1.04	0.0
12:15:2023:14:26:21	64.0	411.8	1.08	0.607	59.6	0.0	1.04	0.0
12:15:2023:14:26:22	64.0	411.8	1.08	0.607	62.4	0.0	1.04	0.0
12:15:2023:14:26:23	61.0	402.3	1.08	0.607	60.9	0.0	1.04	0.0
12:15:2023:14:26:24	65.0	374.9	1.08	0.606	64.6	0.0	1.04	0.0
12:15:2023:14:26:25	58.0	427.2	1.08	0.607	64.0	0.0	1.04	0.0
12:15:2023:14:26:26	67.0	419.8	1.08	0.607	64.3	0.0	1.04	0.0
12:15:2023:14:26:27	65.0	407.0	1.08	0.607	60.5	0.0	1.04	0.0
12:15:2023:14:26:28	59.0	404.5	1.08	0.707	60.5	0.0	1.04	0.0
12:15:2023:14:26:29	64.0	404.5	1.08	0.707	65.9	0.0	1.04	0.0
12:15:2023:14:26:30	67.0	417.7	1.08	0.707	63.7	0.0	1.04	0.0
12:15:2023:14:26:31	63.0	432.9	1.08	0.707	55.2	0.0	1.04	0.0
12:15:2023:14:26:32	66.0	423.8	1.08	0.707	59.0	0.0	1.04	0.0
12:15:2023:14:26:33	67.0	434.0	1.08	0.707	63.7	0.0	1.04	0.0
12:15:2023:14:26:34	66.0	465.3	1.08	0.707	65.0	0.0	1.04	0.0
12:15:2023:14:26:35	61.0	449.1	1.08	0.708	64.6	0.0	1.04	0.0
12:15:2023:14:26:36	61.0	449.1	1.08	0.707	61.2	0.0	1.04	0.0
12:15:2023:14:26:37	71.0	454.3	1.08	0.708	58.0	0.0	1.04	0.0
12:15:2023:14:26:38	68.0	455.7	1.08	0.708	64.6	0.0	1.04	0.0
12:15:2023:14:26:39	65.0	473.4	1.08	0.708	68.4	0.0	1.04	0.0
12:15:2023:14:26:40	67.0	472.6	1.08	0.708	65.6	0.0	1.04	0.0
12:15:2023:14:26:41	63.0	472.1	1.08	0.808	63.1	0.0	1.04	0.0
12:15:2023:14:26:42	70.0	473.4	1.08	0.808	65.0	0.0	1.04	0.0
12:15:2023:14:26:43	69.0	473.4	1.08	0.808	61.2	0.0	1.04	0.0
12:15:2023:14:26:44	67.0	486.4	1.08	0.808	64.0	0.0	1.04	0.0
12:15:2023:14:26:45	67.0	491.9	1.08	0.808	66.8	0.0	1.04	0.0
12:15:2023:14:26:46	64.0	491.6	1.08	0.808	65.6	0.0	1.04	0.0
12:15:2023:14:26:47	68.0	489.8	1.08	0.808	65.6	0.0	1.04	0.0
12:15:2023:14:26:48	68.0	489.5	1.08	0.808	63.7	0.0	1.04	0.0
12:15:2023:14:26:49	65.0	484.5	1.08	0.808	63.7	0.0	1.04	0.0
12:15:2023:14:26:50	67.0	487.0	1.08	0.808	65.0	0.0	1.04	0.0
12:15:2023:14:26:51	63.0	487.0	1.08	0.808	60.5	0.0	1.04	0.0
12:15:2023:14:26:52	66.0	494.7	1.08	0.808	64.3	0.0	1.04	0.0
12:15:2023:14:26:53	66.0	491.9	1.08	0.808	65.0	0.0	1.04	0.0
12:15:2023:14:26:54	67.0	489.6	1.08	0.908	61.8	0.0	1.04	0.0
12:15:2023:14:26:55	67.0	497.3	1.08	0.908	64.0	0.0	1.04	0.0
12:15:2023:14:26:56	63.0	501.7	1.08	0.908	63.1	0.0	1.04	0.0
12:15:2023:14:26:57	67.0	493.6	1.08	0.908	62.4	0.0	1.05	0.0
12:15:2023:14:26:58	64.0	493.6	1.08	0.908	60.9	0.0	1.05	0.0
12:15:2023:14:26:59	66.0	497.0	1.08	0.908	63.7	0.0	1.05	0.0
12:15:2023:14:27:00	65.0	497.5	1.08	0.908	63.1	0.0	1.05	0.0
12:15:2023:14:27:01	66.0	493.6	1.08	0.908	62.7	0.0	1.05	0.0
12:15:2023:14:27:02	66.0	490.8	1.08	0.908	61.2	0.0	1.05	0.0
12:15:2023:14:27:03	63.0	494.5	1.08	0.908	63.7	0.0	1.05	0.0
12:15:2023:14:27:05	65.0	497.8	1.08	0.917	58.0	0.0	1.05	0.0
12:15:2023:14:27:06	66.0	497.8	1.08	1.008	63.4	0.0	1.05	0.0
12:15:2023:14:27:07	65.0	497.3	1.08	1.008	61.5	0.0	1.05	0.0
12:15:2023:14:27:08	65.0	496.8	1.08	1.008	63.1	0.0	1.05	0.0
12:15:2023:14:27:09	61.0	494.0	1.08	1.008	62.7	0.0	1.05	0.0
12:15:2023:14:27:10	62.0	497.7	1.08	1.008	61.8	0.0	1.05	0.0
12:15:2023:14:27:11	66.0	498.8	1.08	1.008	61.8	0.0	1.05	0.0
12:15:2023:14:27:12	66.0	497.3	1.08	1.008	61.2	0.0	1.05	0.0
12:15:2023:14:27:13	64.0	497.3	1.08	1.008	57.1	0.0	1.05	0.0
12:15:2023:14:27:14	64.0	488.5	1.08	1.008	64.0	0.0	1.05	0.0
12:15:2023:14:27:15	61.0	502.4	1.08	1.008	60.9	0.0	1.05	0.0
12:15:2023:14:27:16	67.0	496.7	1.08	1.008	62.4	0.0	1.05	0.0
12:15:2023:14:27:17	65.0	508.5	1.08	1.008	61.5	0.0	1.05	0.0
12:15:2023:14:27:18	64.0	493.0	1.08	1.108	62.4	0.0	1.05	0.0
12:15:2023:14:27:19	64.0	497.8	1.07	1.108	61.8	0.0	1.05	0.0
12:15:2023:14:27:20	61.0	497.8	1.07	1.108	59.3	0.0	1.05	0.0
12:15:2023:14:27:21	66.0	501.9	1.07	1.108	60.2	0.0	1.05	0.0
12:15:2023:14:27:22	66.0	505.3	1.07	1.108	63.1	0.0	1.05	0.0
12:15:2023:14:27:23	65.0	523.8	1.07	1.109	61.5	0.0	1.05	0.0
12:15:2023:14:27:24	65.0	441.5	1.07	1.108	61.8	0.0	1.05	0.0
12:15:2023:14:27:25	61.0	482.6	1.08	1.108	61.8	0.0	1.05	0.0
12:15:2023:14:27:26	67.0	508.1	1.08	1.108	58.0	0.0	1.05	0.0
12:15:2023:14:27:27	65.0	511.0	1.09	1.108	62.1	0.0	1.05	0.0
12:15:2023:14:27:28	67.0	511.0	1.09	1.109	63.1	0.0	1.05	0.0
12:15:2023:14:27:29	66.0	511.8	1.10	1.109	61.5	0.0	1.05	0.0
12:15:2023:14:27:30	58.0	496.1	1.10	1.208	61.2	0.0	1.05	0.0
12:15:2023:14:27:31	59.0	480.3	1.10	1.208	60.2	0.0	1.05	0.0
12:15:2023:14:27:32	56.0	472.5	1.10	1.208	60.5	0.0	1.05	0.0
12:15:2023:14:27:33	61.0	470.6	1.10	1.208	60.5	0.0	1.05	0.0
12:15:2023:14:27:34	64.0	479.7	1.10	1.208	53.6	0.0	1.05	0.0
12:15:2023:14:27:35	59.0	479.7	1.10	1.208	60.9	0.0	1.05	0.0
12:15:2023:14:27:36	59.0	481.9	1.10	1.208	66.5	0.0	1.05	0.0
12:15:2023:14:27:37	59.0	484.0	1.11	1.208	62.1	0.0	1.05	0.0
12:15:2023:14:27:38	62.0	494.6	1.11	1.208	60.9	0.0	1.05	0.0
12:15:2023:14:27:39	64.0	503.9	1.11	1.208	62.4	0.0	1.05	0.0
12:15:2023:14:27:40	62.0	499.5	1.11	1.208	57.7	0.0	1.05	0.0
12:15:2023:14:27:41	65.0	503.0	1.11	1.208	59.9	0.0	1.05	0.0
12:15:2023:14:27:42	60.0	503.0	1.11	1.308	65.3	0.0	1.05	0.0
12:15:2023:14:27:43	63.0	497.1	1.11	1.308	64.6	0.0	1.05	0.0
12:15:2023:14:27:44	68.0	500.2	1.11	1.308	61.2	0.0	1.05	0.0
12:15:2023:14:27:45	65.0	498.7	1.11	1.308	61.8	0.0	1.04	0.0
12:15:2023:14:27:46	65.0	503.1	1.11	1.308	61.2	0.0	1.04	0.0
12:15:2023:14:27:47	62.0	505.9	1.11	1.308	62.1	0.0	1.04	0.0
12:15:2023:14:27:48	62.0	510.7	1.11	1.308	57.7	0.0	1.04	0.0
12:15:2023:14:27:49	66.0	510.7	1.11	1.309	62.7	0.0	1.04	0.0
12:15:2023:14:27:50	65.0	508.5	1.11	1.308	62.1	0.0	1.04	0.0
12:15:2023:14:27:51	64.0	511.3	1.11	1.308	61.2	0.0	1.04	0.0
12:15:2023:14:27:52	65.0	518.6	1.11	1.309	61.8	0.0	1.05	0.0
12:15:2023:14:27:53	62.0	521.3	1.11	1.309	61.8	0.0	1.05	0.0
12:15:2023:14:27:54	66.0	518.5	1.11	1.409	61.5	0.0	1.05	0.0
12:15:2023:14:27:55	62.0	517.0	1.11	1.409	60.5	0.0	1.05	0.0
12:15:2023:14:27:56	65.0	517.0	1.11	1.409	59.9	0.0	1.05	0.0
12:15:2023:14:27:57	65.0	523.0	1.10	1.409	62.4	0.0	1.05	0.0
12:15:2023:14:27:58	63.0	522.8	1.10	1.409	60.9	0.0	1.05	0.0
12:15:2023:14:27:59	64.0	525.9	1.10	1.409	61.2	0.0	1.05	0.0
12:15:2023:14:28:00	63.0	522.4	1.10	1.409	61.2	0.0	1.05	0.0
12:15:2023:14:28:01	65.0	524.4	1.10	1.409	61.2	0.0	1.05	0.0
12:15:2023:14:28:02	65.0	527.7	1.10	1.409	59.9	0.0	1.05	0.0
12:15:2023:14:28:03	65.0	527.7	1.10	1.409	60.2	0.0	1.05	0.0
12:15:2023:14:28:04	65.0	523.5	1.10	1.409	60.2	0.0	1.05	0.0
12:15:2023:14:28:05	63.0	523.8	1.10	1.409	61.2	0.0	1.05	0.0
12:15:2023:14:28:06	64.0	520.5	1.10	1.509	59.9	0.0	1.05	0.0
12:15:2023:14:28:07	64.0	521.6	1.10	1.509	61.2	0.0	1.05	0.0
12:15:2023:14:28:08	63.0	520.1	1.10	1.509	60.2	0.0	1.05	0.0
12:15:2023:14:28:09	64.0	521.2	1.10	1.509	60.5	0.0	1.05	0.0
12:15:2023:14:28:10	65.0	522.6	1.10	1.509	59.3	0.0	1.05	0.0
12:15:2023:14:28:12	64.0	522.6	1.10	1.517	61.5	0.0	1.05	0.0
12:15:2023:14:28:13	64.0	519.4	1.10	1.509	60.9	0.0	1.05	0.0
12:15:2023:14:28:14	63.0	526.0	1.10	1.509	60.2	0.0	1.05	0.0
12:15:2023:14:28:15	64.0	523.4	1.10	1.509	59.9	0.0	1.05	0.0
12:15:2023:14:28:16	64.0	524.0	1.10	1.509	60.5	0.0	1.05	0.0
12:15:2023:14:28:17	64.0	525.9	1.10	1.609	60.5	0.0	1.05	0.0
12:15:2023:14:28:18	64.0	526.2	1.10	1.609	59.9	0.0	1.05	0.0
12:15:2023:14:28:19	64.0	530.0	1.10	1.609	59.9	0.0	1.05	0.0
12:15:2023:14:28:20	63.0	530.0	1.10	1.609	60.5	0.0	1.05	0.0
12:15:2023:14:28:21	64.0	530.0	1.10	1.609	59.9	0.0	1.05	0.0
12:15:2023:14:28:22	63.0	528.4	1.10	1.609	59.9	0.0	1.05	0.0
12:15:2023:14:28:23	64.0	529.0	1.10	1.609	59.9	0.0	1.05	0.0
12:15:2023:14:28:24	64.0	530.4	1.10	1.609	60.9	0.0	1.05	0.0
12:15:2023:14:28:25	64.0	528.7	1.10	1.609	60.2	0.0	1.05	0.0
12:15:2023:14:28:26	64.0	525.6	1.10	1.609	60.5	0.0	1.05	0.0
12:15:2023:14:28:27	63.0	525.6	1.10	1.609	59.6	0.0	1.05	0.0
12:15:2023:14:28:28	64.0	528.0	1.10	1.609	60.9	0.0	1.05	0.0
12:15:2023:14:28:29	64.0	529.8	1.10	1.709	59.3	0.0	1.05	0.0
12:15:2023:14:28:30	64.0	531.9	1.10	1.709	60.5	0.0	1.05	0.0
12:15:2023:14:28:31	64.0	531.2	1.10	1.709	59.6	0.0	1.05	0.0
12:15:2023:14:28:32	64.0	531.9	1.10	1.709	60.9	0.0	1.05	0.0
12:15:2023:14:28:33	64.0	531.5	1.10	1.709	59.6	0.0	1.05	0.0
12:15:2023:14:28:34	63.0	531.5	1.10	1.709	60.5	0.0	1.05	0.0
12:15:2023:14:28:35	64.0	532.4	1.10	1.709	59.9	0.0	1.05	0.0
12:15:2023:14:28:36	63.0	532.1	1.10	1.709	60.5	0.0	1.05	0.0
12:15:2023:14:28:37	65.0	532.8	1.10	1.709	59.9	0.0	1.05	0.0
12:15:2023:14:28:38	64.0	532.8	1.10	1.709	60.5	0.0	1.05	0.0
12:15:2023:14:28:39	64.0	531.8	1.10	1.709	59.3	0.0	1.05	0.0
12:15:2023:14:28:40	64.0	531.8	1.10	1.809	60.9	0.0	1.05	0.0
12:15:2023:14:28:41	63.0	531.8	1.10	1.809	59.3	0.0	1.05	0.0
12:15:2023:14:28:42	64.0	532.5	1.10	1.809	60.5	0.0	1.05	0.0
12:15:2023:14:28:43	63.0	531.9	1.10	1.809	59.3	0.0	1.05	0.0
12:15:2023:14:28:44	65.0	531.8	1.10	1.809	60.5	0.0	1.05	0.0
