Well:	Amstelland	Gauge:	9380	Date:	Saturday, 9 December 2023
Test:	XLOT_9dec	Position:gauge depth 1.383 m MD	Time:	21:24:09
Uncompressed export: All data points included.

No Points: 33792     
Time			Delta Time	Pressure	Temperature
			Hours		psi absolute	°C
10-12-2023 00:35:03	3,18166667	  1537,099	    35,5
10-12-2023 00:35:06	3,18250000	  1566,295	    35,5
10-12-2023 00:35:09	3,18333333	  1550,701	    35,5
10-12-2023 00:35:12	3,18416667	  1554,232	    35,5
10-12-2023 00:35:15	3,18500000	  1564,304	    35,5
10-12-2023 00:35:18	3,18583333	  1548,711	    35,5
10-12-2023 00:35:21	3,18666667	  1559,328	    35,5
10-12-2023 00:35:24	3,18750000	  1558,119	    35,5
10-12-2023 00:35:27	3,18833333	  1557,456	    35,5
10-12-2023 00:35:30	3,18916667	  1560,229	    35,5
10-12-2023 00:35:33	3,19000000	  1557,361	    35,6
10-12-2023 00:35:36	3,19083333	  1560,016	    35,6
10-12-2023 00:35:39	3,19166667	  1562,007	    35,6
10-12-2023 00:35:42	3,19250000	  1561,130	    35,6
10-12-2023 00:35:45	3,19333333	  1559,139	    35,6
10-12-2023 00:35:48	3,19416667	  1562,576	    35,6
10-12-2023 00:35:51	3,19500000	  1564,023	    35,6
10-12-2023 00:35:54	3,19583333	  1563,359	    35,6
10-12-2023 00:35:57	3,19666667	  1564,142	    35,6
10-12-2023 00:36:00	3,19750000	  1562,933	    35,7
10-12-2023 00:36:03	3,19833333	  1566,584	    35,7
10-12-2023 00:36:06	3,19916667	  1566,703	    35,7
10-12-2023 00:36:09	3,20000000	  1566,371	    35,7
10-12-2023 00:36:12	3,20083333	  1566,490	    35,7
10-12-2023 00:36:15	3,20166667	  1566,158	    35,7
10-12-2023 00:36:18	3,20250000	  1571,256	    35,7
10-12-2023 00:36:21	3,20333333	  1568,388	    35,7
10-12-2023 00:36:24	3,20416667	  1569,383	    35,7
10-12-2023 00:36:27	3,20500000	  1572,490	    35,8
10-12-2023 00:36:30	3,20583333	  1570,617	    35,8
10-12-2023 00:36:33	3,20666667	  1572,277	    35,8
10-12-2023 00:36:36	3,20750000	  1574,388	    35,8
10-12-2023 00:36:39	3,20833333	  1571,732	    35,8
10-12-2023 00:36:42	3,20916667	  1572,183	    35,8
10-12-2023 00:36:45	3,21000000	  1577,946	    35,8
10-12-2023 00:36:48	3,21083333	  1574,746	    35,9
10-12-2023 00:36:51	3,21166667	  1572,754	    35,9
10-12-2023 00:36:54	3,21250000	  1579,513	    35,9
10-12-2023 00:36:57	3,21333333	  1578,304	    35,9
10-12-2023 00:37:00	3,21416667	  1575,980	    35,9
10-12-2023 00:37:03	3,21500000	  1580,748	    35,9
10-12-2023 00:37:06	3,21583333	  1578,756	    35,9
10-12-2023 00:37:09	3,21666667	  1574,227	    35,9
10-12-2023 00:37:12	3,21750000	  1586,963	    36,0
10-12-2023 00:37:15	3,21833333	  1561,397	    36,0
10-12-2023 00:37:18	3,21916667	  1592,396	    36,0
10-12-2023 00:37:21	3,22000000	  1579,565	    36,0
10-12-2023 00:37:24	3,22083333	  1569,604	    36,0
10-12-2023 00:37:27	3,22166667	  1591,971	    36,0
10-12-2023 00:37:30	3,22250000	  1578,688	    36,0
10-12-2023 00:37:33	3,22333333	  1580,800	    36,0
10-12-2023 00:37:36	3,22416667	  1582,461	    36,0
10-12-2023 00:37:39	3,22500000	  1581,916	    36,1
10-12-2023 00:37:42	3,22583333	  1584,241	    36,1
10-12-2023 00:37:45	3,22666667	  1578,927	    36,1
10-12-2023 00:37:48	3,22750000	  1582,912	    36,1
10-12-2023 00:37:51	3,22833333	  1584,028	    36,1
10-12-2023 00:37:54	3,22916667	  1580,707	    36,1
10-12-2023 00:37:57	3,23000000	  1583,364	    36,1
10-12-2023 00:38:00	3,23083333	  1583,364	    36,1
10-12-2023 00:38:03	3,23166667	  1581,823	    36,1
10-12-2023 00:38:06	3,23250000	  1582,700	    36,1
10-12-2023 00:38:09	3,23333333	  1581,823	    36,1
10-12-2023 00:38:12	3,23416667	  1583,151	    36,1
10-12-2023 00:38:15	3,23500000	  1582,155	    36,1
10-12-2023 00:38:18	3,23583333	  1581,159	    36,1
10-12-2023 00:38:21	3,23666667	  1583,151	    36,1
10-12-2023 00:38:24	3,23750000	  1581,491	    36,1
10-12-2023 00:38:27	3,23833333	  1582,274	    36,1
10-12-2023 00:38:30	3,23916667	  1582,607	    36,1
10-12-2023 00:38:33	3,24000000	  1581,278	    36,1
10-12-2023 00:38:36	3,24083333	  1582,274	    36,1
10-12-2023 00:38:39	3,24166667	  1581,278	    36,1
10-12-2023 00:38:42	3,24250000	  1581,942	    36,1
10-12-2023 00:38:45	3,24333333	  1581,942	    36,1
10-12-2023 00:38:48	3,24416667	  1580,946	    36,1
10-12-2023 00:38:51	3,24500000	  1581,942	    36,1
10-12-2023 00:38:54	3,24583333	  1581,065	    36,1
10-12-2023 00:38:57	3,24666667	  1581,730	    36,1
10-12-2023 00:39:00	3,24750000	  1546,737	    36,1
10-12-2023 00:39:03	3,24833333	  1594,683	    36,1
10-12-2023 00:39:06	3,24916667	  1591,029	    36,1
10-12-2023 00:39:09	3,25000000	  1569,108	    36,1
10-12-2023 00:39:12	3,25083333	  1595,679	    36,1
10-12-2023 00:39:15	3,25166667	  1567,116	    36,1
10-12-2023 00:39:18	3,25250000	  1596,131	    36,2
10-12-2023 00:39:21	3,25333333	  1581,517	    36,2
10-12-2023 00:39:24	3,25416667	  1584,174	    36,2
10-12-2023 00:39:27	3,25500000	  1591,481	    36,2
10-12-2023 00:39:30	3,25583333	  1575,870	    36,2
10-12-2023 00:39:33	3,25666667	  1598,909	    36,2
10-12-2023 00:39:36	3,25750000	  1582,301	    36,2
10-12-2023 00:39:39	3,25833333	  1588,399	    36,2
10-12-2023 00:39:42	3,25916667	  1590,512	    36,2
10-12-2023 00:39:45	3,26000000	  1587,854	    36,2
10-12-2023 00:39:48	3,26083333	  1594,618	    36,2
10-12-2023 00:39:51	3,26166667	  1586,645	    36,2
10-12-2023 00:39:54	3,26250000	  1593,741	    36,3
10-12-2023 00:39:57	3,26333333	  1590,419	    36,3
10-12-2023 00:40:00	3,26416667	  1594,858	    36,3
10-12-2023 00:40:03	3,26500000	  1592,320	    36,3
10-12-2023 00:40:06	3,26583333	  1591,443	    36,3
10-12-2023 00:40:09	3,26666667	  1595,762	    36,3
10-12-2023 00:40:12	3,26750000	  1594,885	    36,3
10-12-2023 00:40:15	3,26833333	  1595,005	    36,4
10-12-2023 00:40:18	3,26916667	  1592,679	    36,4
10-12-2023 00:40:21	3,27000000	  1597,118	    36,4
10-12-2023 00:40:24	3,27083333	  1599,896	    36,4
10-12-2023 00:40:27	3,27166667	  1596,361	    36,4
10-12-2023 00:40:30	3,27250000	  1598,355	    36,4
10-12-2023 00:40:33	3,27333333	  1599,804	    36,5
10-12-2023 00:40:36	3,27416667	  1600,921	    36,5
10-12-2023 00:40:39	3,27500000	  1600,256	    36,5
10-12-2023 00:40:42	3,27583333	  1601,706	    36,5
10-12-2023 00:40:45	3,27666667	  1603,155	    36,5
10-12-2023 00:40:48	3,27750000	  1599,832	    36,5
10-12-2023 00:40:51	3,27833333	  1605,934	    36,5
10-12-2023 00:40:54	3,27916667	  1605,389	    36,5
10-12-2023 00:40:57	3,28000000	  1600,191	    36,6
10-12-2023 00:41:00	3,28083333	  1606,627	    36,6
10-12-2023 00:41:03	3,28166667	  1608,621	    36,6
10-12-2023 00:41:06	3,28250000	  1605,417	    36,6
10-12-2023 00:41:09	3,28333333	  1605,870	    36,6
10-12-2023 00:41:12	3,28416667	  1609,314	    36,7
10-12-2023 00:41:15	3,28500000	  1607,652	    36,7
10-12-2023 00:41:18	3,28583333	  1622,067	    36,7
10-12-2023 00:41:21	3,28666667	  1597,799	    36,7
10-12-2023 00:41:24	3,28750000	  1616,868	    36,7
10-12-2023 00:41:27	3,28833333	  1609,010	    36,7
10-12-2023 00:41:30	3,28916667	  1597,041	    36,7
10-12-2023 00:41:33	3,29000000	  1619,889	    36,8
10-12-2023 00:41:36	3,29083333	  1613,240	    36,8
10-12-2023 00:41:39	3,29166667	  1608,585	    36,8
10-12-2023 00:41:42	3,29250000	  1614,358	    36,8
10-12-2023 00:41:45	3,29333333	  1606,710	    36,8
10-12-2023 00:41:48	3,29416667	  1612,151	    36,8
10-12-2023 00:41:51	3,29500000	  1612,816	    36,8
10-12-2023 00:41:54	3,29583333	  1608,826	    36,8
10-12-2023 00:41:57	3,29666667	  1614,598	    36,8
10-12-2023 00:42:00	3,29750000	  1611,273	    36,8
10-12-2023 00:42:03	3,29833333	  1610,608	    36,8
10-12-2023 00:42:06	3,29916667	  1614,054	    36,8
10-12-2023 00:42:09	3,30000000	  1611,394	    36,8
10-12-2023 00:42:12	3,30083333	  1613,389	    36,8
10-12-2023 00:42:15	3,30166667	  1612,059	    36,8
10-12-2023 00:42:18	3,30250000	  1610,729	    36,8
10-12-2023 00:42:21	3,30333333	  1613,056	    36,8
10-12-2023 00:42:24	3,30416667	  1612,179	    36,8
10-12-2023 00:42:27	3,30500000	  1611,846	    36,8
10-12-2023 00:42:30	3,30583333	  1611,846	    36,8
10-12-2023 00:42:33	3,30666667	  1611,514	    36,8
10-12-2023 00:42:36	3,30750000	  1612,179	    36,8
10-12-2023 00:42:39	3,30833333	  1611,846	    36,8
10-12-2023 00:42:42	3,30916667	  1611,302	    36,9
10-12-2023 00:42:45	3,31000000	  1611,634	    36,9
10-12-2023 00:42:48	3,31083333	  1611,302	    36,9
10-12-2023 00:42:51	3,31166667	  1611,302	    36,9
10-12-2023 00:42:54	3,31250000	  1611,634	    36,9
10-12-2023 00:42:57	3,31333333	  1611,302	    36,9
10-12-2023 00:43:00	3,31416667	  1611,302	    36,9
10-12-2023 00:43:03	3,31500000	  1611,302	    36,9
10-12-2023 00:43:06	3,31583333	  1611,302	    36,9
10-12-2023 00:43:09	3,31666667	  1611,514	    36,8
10-12-2023 00:43:12	3,31750000	  1611,302	    36,9
10-12-2023 00:43:15	3,31833333	  1611,302	    36,9
10-12-2023 00:43:18	3,31916667	  1593,011	    36,9
10-12-2023 00:43:21	3,32000000	  1603,773	    36,9
10-12-2023 00:43:24	3,32083333	  1623,726	    36,9
10-12-2023 00:43:27	3,32166667	  1610,304	    36,9
10-12-2023 00:43:30	3,32250000	  1604,771	    36,9
10-12-2023 00:43:33	3,32333333	  1616,743	    36,9
10-12-2023 00:43:36	3,32416667	  1622,396	    36,9
10-12-2023 00:43:39	3,32500000	  1612,087	    36,9
10-12-2023 00:43:42	3,32583333	  1608,429	    36,9
10-12-2023 00:43:45	3,32666667	  1623,514	    36,9
10-12-2023 00:43:48	3,32750000	  1613,537	    36,9
10-12-2023 00:43:51	3,32833333	  1621,186	    36,9
10-12-2023 00:43:54	3,32916667	  1617,316	    36,9
10-12-2023 00:43:57	3,33000000	  1614,110	    37,0
10-12-2023 00:44:00	3,33083333	  1622,093	    37,0
10-12-2023 00:44:03	3,33166667	  1619,885	    37,0
10-12-2023 00:44:06	3,33250000	  1622,546	    37,0
10-12-2023 00:44:09	3,33333333	  1618,675	    37,0
10-12-2023 00:44:12	3,33416667	  1617,345	    37,0
10-12-2023 00:44:15	3,33500000	  1626,113	    37,0
10-12-2023 00:44:18	3,33583333	  1622,908	    37,0
10-12-2023 00:44:21	3,33666667	  1623,573	    37,0
10-12-2023 00:44:24	3,33750000	  1619,702	    37,0
10-12-2023 00:44:27	3,33833333	  1625,145	    37,1
10-12-2023 00:44:30	3,33916667	  1627,141	    37,1
10-12-2023 00:44:33	3,34000000	  1622,604	    37,1
10-12-2023 00:44:36	3,34083333	  1625,386	    37,1
10-12-2023 00:44:39	3,34166667	  1627,503	    37,1
10-12-2023 00:44:42	3,34250000	  1630,497	    37,1
10-12-2023 00:44:45	3,34333333	  1625,627	    37,2
10-12-2023 00:44:48	3,34416667	  1627,291	    37,2
10-12-2023 00:44:51	3,34500000	  1632,402	    37,2
10-12-2023 00:44:54	3,34583333	  1628,530	    37,2
10-12-2023 00:44:57	3,34666667	  1632,856	    37,2
10-12-2023 00:45:00	3,34750000	  1630,980	    37,2
10-12-2023 00:45:03	3,34833333	  1631,767	    37,2
10-12-2023 00:45:06	3,34916667	  1631,434	    37,2
10-12-2023 00:45:09	3,35000000	  1636,546	    37,3
10-12-2023 00:45:12	3,35083333	  1634,338	    37,3
10-12-2023 00:45:15	3,35166667	  1633,460	    37,3
10-12-2023 00:45:18	3,35250000	  1634,912	    37,3
10-12-2023 00:45:21	3,35333333	  1637,242	    37,3
10-12-2023 00:45:24	3,35416667	  1636,909	    37,3
10-12-2023 00:45:27	3,35500000	  1637,363	    37,3
10-12-2023 00:45:30	3,35583333	  1635,820	    37,3
10-12-2023 00:45:33	3,35666667	  1652,915	    37,4
10-12-2023 00:45:36	3,35750000	  1654,912	    37,4
10-12-2023 00:45:39	3,35833333	  1639,057	    37,4
10-12-2023 00:45:42	3,35916667	  1624,079	    37,4
10-12-2023 00:45:45	3,36000000	  1626,197	    37,4
10-12-2023 00:45:48	3,36083333	  1648,952	    37,4
10-12-2023 00:45:51	3,36166667	  1645,291	    37,4
10-12-2023 00:45:54	3,36250000	  1637,302	    37,4
10-12-2023 00:45:57	3,36333333	  1640,752	    37,5
10-12-2023 00:46:00	3,36416667	  1638,210	    37,5
10-12-2023 00:46:03	3,36500000	  1645,533	    37,5
10-12-2023 00:46:06	3,36583333	  1643,203	    37,5
10-12-2023 00:46:09	3,36666667	  1637,998	    37,5
10-12-2023 00:46:12	3,36750000	  1640,328	    37,5
10-12-2023 00:46:15	3,36833333	  1640,994	    37,5
10-12-2023 00:46:18	3,36916667	  1643,324	    37,5
10-12-2023 00:46:21	3,37000000	  1642,658	    37,5
10-12-2023 00:46:24	3,37083333	  1641,781	    37,5
10-12-2023 00:46:27	3,37166667	  1640,782	    37,5
10-12-2023 00:46:30	3,37250000	  1642,114	    37,5
10-12-2023 00:46:33	3,37333333	  1643,112	    37,5
10-12-2023 00:46:36	3,37416667	  1641,115	    37,5
10-12-2023 00:46:39	3,37500000	  1642,235	    37,5
10-12-2023 00:46:42	3,37583333	  1640,903	    37,5
10-12-2023 00:46:45	3,37666667	  1641,569	    37,5
10-12-2023 00:46:48	3,37750000	  1642,568	    37,5
10-12-2023 00:46:51	3,37833333	  1640,903	    37,5
10-12-2023 00:46:54	3,37916667	  1641,569	    37,5
10-12-2023 00:46:57	3,38000000	  1640,903	    37,5
10-12-2023 00:47:00	3,38083333	  1641,024	    37,5
10-12-2023 00:47:03	3,38166667	  1641,236	    37,5
10-12-2023 00:47:06	3,38250000	  1641,024	    37,5
10-12-2023 00:47:09	3,38333333	  1640,903	    37,5
10-12-2023 00:47:12	3,38416667	  1640,570	    37,5
10-12-2023 00:47:15	3,38500000	  1641,024	    37,5
10-12-2023 00:47:18	3,38583333	  1640,691	    37,5
10-12-2023 00:47:21	3,38666667	  1641,024	    37,5
10-12-2023 00:47:24	3,38750000	  1641,024	    37,5
10-12-2023 00:47:27	3,38833333	  1640,691	    37,5
10-12-2023 00:47:30	3,38916667	  1641,357	    37,5
10-12-2023 00:47:33	3,39000000	  1640,691	    37,5
10-12-2023 00:47:36	3,39083333	  1641,024	    37,5
10-12-2023 00:47:39	3,39166667	  1641,145	    37,6
10-12-2023 00:47:42	3,39250000	  1641,024	    37,5
10-12-2023 00:47:45	3,39333333	  1598,076	    37,5
10-12-2023 00:47:48	3,39416667	  1636,363	    37,5
10-12-2023 00:47:51	3,39500000	  1673,107	    37,6
10-12-2023 00:47:54	3,39583333	  1623,166	    37,6
10-12-2023 00:47:57	3,39666667	  1648,137	    37,6
10-12-2023 00:48:00	3,39750000	  1629,159	    37,6
10-12-2023 00:48:03	3,39833333	  1661,454	    37,6
10-12-2023 00:48:06	3,39916667	  1638,482	    37,6
10-12-2023 00:48:09	3,40000000	  1648,591	    37,6
10-12-2023 00:48:12	3,40083333	  1635,939	    37,6
10-12-2023 00:48:15	3,40166667	  1650,256	    37,6
10-12-2023 00:48:18	3,40250000	  1648,712	    37,6
10-12-2023 00:48:21	3,40333333	  1651,709	    37,6
10-12-2023 00:48:24	3,40416667	  1641,054	    37,6
10-12-2023 00:48:27	3,40500000	  1651,164	    37,6
10-12-2023 00:48:30	3,40583333	  1646,170	    37,6
10-12-2023 00:48:33	3,40666667	  1656,281	    37,7
10-12-2023 00:48:36	3,40750000	  1648,622	    37,7
10-12-2023 00:48:39	3,40833333	  1647,411	    37,7
10-12-2023 00:48:42	3,40916667	  1652,649	    37,7
10-12-2023 00:48:45	3,41000000	  1652,861	    37,7
10-12-2023 00:48:48	3,41083333	  1657,311	    37,7
10-12-2023 00:48:51	3,41166667	  1648,441	    37,7
10-12-2023 00:48:54	3,41250000	  1652,770	    37,7
10-12-2023 00:48:57	3,41333333	  1656,555	    37,8
10-12-2023 00:49:00	3,41416667	  1655,678	    37,8
10-12-2023 00:49:03	3,41500000	  1655,011	    37,8
10-12-2023 00:49:06	3,41583333	  1652,802	    37,8
10-12-2023 00:49:09	3,41666667	  1659,917	    37,8
10-12-2023 00:49:12	3,41750000	  1658,252	    37,8
10-12-2023 00:49:15	3,41833333	  1659,040	    37,8
10-12-2023 00:49:18	3,41916667	  1656,830	    37,8
10-12-2023 00:49:21	3,42000000	  1657,951	    37,9
10-12-2023 00:49:24	3,42083333	  1662,947	    37,9
10-12-2023 00:49:27	3,42166667	  1662,070	    37,9
10-12-2023 00:49:30	3,42250000	  1659,405	    37,9
10-12-2023 00:49:33	3,42333333	  1662,524	    37,9
10-12-2023 00:49:36	3,42416667	  1663,979	    37,9
10-12-2023 00:49:39	3,42500000	  1664,767	    38,0
10-12-2023 00:49:42	3,42583333	  1664,555	    38,0
10-12-2023 00:49:45	3,42666667	  1663,889	    38,0
10-12-2023 00:49:48	3,42750000	  1664,344	    38,0
10-12-2023 00:49:51	3,42833333	  1668,131	    38,0
10-12-2023 00:49:54	3,42916667	  1667,464	    38,0
10-12-2023 00:49:57	3,43000000	  1665,587	    38,0
10-12-2023 00:50:00	3,43083333	  1665,375	    38,0
10-12-2023 00:50:03	3,43166667	  1670,374	    38,0
10-12-2023 00:50:06	3,43250000	  1675,949	    38,1
10-12-2023 00:50:09	3,43333333	  1667,951	    38,1
10-12-2023 00:50:12	3,43416667	  1658,288	    38,1
10-12-2023 00:50:15	3,43500000	  1672,405	    38,1
10-12-2023 00:50:18	3,43583333	  1673,194	    38,1
10-12-2023 00:50:21	3,43666667	  1665,529	    38,1
10-12-2023 00:50:24	3,43750000	  1673,982	    38,2
10-12-2023 00:50:27	3,43833333	  1667,772	    38,2
10-12-2023 00:50:30	3,43916667	  1668,772	    38,2
10-12-2023 00:50:33	3,44000000	  1674,226	    38,2
10-12-2023 00:50:36	3,44083333	  1669,894	    38,2
10-12-2023 00:50:39	3,44166667	  1670,560	    38,2
10-12-2023 00:50:42	3,44250000	  1670,894	    38,2
10-12-2023 00:50:45	3,44333333	  1671,227	    38,2
10-12-2023 00:50:48	3,44416667	  1670,682	    38,2
10-12-2023 00:50:51	3,44500000	  1672,349	    38,2
10-12-2023 00:50:54	3,44583333	  1672,015	    38,2
10-12-2023 00:50:57	3,44666667	  1669,349	    38,2
10-12-2023 00:51:00	3,44750000	  1672,682	    38,2
10-12-2023 00:51:03	3,44833333	  1670,682	    38,2
10-12-2023 00:51:06	3,44916667	  1670,682	    38,2
10-12-2023 00:51:09	3,45000000	  1671,804	    38,2
10-12-2023 00:51:12	3,45083333	  1670,349	    38,2
10-12-2023 00:51:15	3,45166667	  1671,471	    38,2
10-12-2023 00:51:18	3,45250000	  1670,804	    38,2
10-12-2023 00:51:21	3,45333333	  1670,804	    38,2
10-12-2023 00:51:24	3,45416667	  1670,593	    38,3
10-12-2023 00:51:27	3,45500000	  1670,471	    38,2
10-12-2023 00:51:30	3,45583333	  1671,137	    38,2
10-12-2023 00:51:33	3,45666667	  1670,259	    38,3
10-12-2023 00:51:36	3,45750000	  1670,926	    38,3
10-12-2023 00:51:39	3,45833333	  1687,259	    38,3
10-12-2023 00:51:42	3,45916667	  1662,926	    38,3
10-12-2023 00:51:45	3,46000000	  1678,926	    38,3
10-12-2023 00:51:48	3,46083333	  1669,259	    38,3
10-12-2023 00:51:51	3,46166667	  1668,593	    38,3
10-12-2023 00:51:54	3,46250000	  1669,926	    38,3
10-12-2023 00:51:57	3,46333333	  1681,048	    38,3
10-12-2023 00:52:00	3,46416667	  1677,048	    38,3
10-12-2023 00:52:03	3,46500000	  1664,381	    38,3
10-12-2023 00:52:06	3,46583333	  1679,170	    38,3
10-12-2023 00:52:09	3,46666667	  1674,048	    38,3
10-12-2023 00:52:12	3,46750000	  1679,170	    38,3
10-12-2023 00:52:15	3,46833333	  1679,959	    38,3
10-12-2023 00:52:18	3,46916667	  1670,291	    38,3
10-12-2023 00:52:21	3,47000000	  1680,414	    38,3
10-12-2023 00:52:24	3,47083333	  1679,081	    38,3
10-12-2023 00:52:27	3,47166667	  1681,203	    38,3
10-12-2023 00:52:30	3,47250000	  1676,658	    38,4
10-12-2023 00:52:33	3,47333333	  1677,991	    38,4
10-12-2023 00:52:36	3,47416667	  1681,781	    38,4
10-12-2023 00:52:39	3,47500000	  1682,237	    38,4
10-12-2023 00:52:42	3,47583333	  1681,359	    38,4
10-12-2023 00:52:45	3,47666667	  1680,147	    38,5
10-12-2023 00:52:48	3,47750000	  1682,481	    38,5
10-12-2023 00:52:51	3,47833333	  1687,938	    38,5
10-12-2023 00:52:54	3,47916667	  1684,059	    38,5
10-12-2023 00:52:57	3,48000000	  1685,726	    38,5
10-12-2023 00:53:00	3,48083333	  1683,848	    38,5
10-12-2023 00:53:03	3,48166667	  1687,972	    38,5
10-12-2023 00:53:06	3,48250000	  1687,639	    38,5
10-12-2023 00:53:09	3,48333333	  1687,427	    38,5
10-12-2023 00:53:12	3,48416667	  1688,217	    38,6
10-12-2023 00:53:15	3,48500000	  1689,217	    38,6
10-12-2023 00:53:18	3,48583333	  1690,007	    38,6
10-12-2023 00:53:21	3,48666667	  1690,796	    38,6
10-12-2023 00:53:24	3,48750000	  1690,251	    38,6
10-12-2023 00:53:27	3,48833333	  1692,920	    38,6
10-12-2023 00:53:30	3,48916667	  1691,708	    38,7
10-12-2023 00:53:33	3,49000000	  1694,499	    38,7
10-12-2023 00:53:36	3,49083333	  1692,954	    38,7
10-12-2023 00:53:39	3,49166667	  1694,288	    38,7
10-12-2023 00:53:42	3,49250000	  1696,412	    38,7
10-12-2023 00:53:45	3,49333333	  1695,867	    38,7
10-12-2023 00:53:48	3,49416667	  1695,656	    38,8
10-12-2023 00:53:51	3,49500000	  1696,324	    38,8
10-12-2023 00:53:54	3,49583333	  1694,989	    38,8
10-12-2023 00:53:57	3,49666667	  1720,256	    38,8
10-12-2023 00:54:00	3,49750000	  1705,910	    38,8
10-12-2023 00:54:03	3,49833333	  1674,671	    38,8
10-12-2023 00:54:06	3,49916667	  1690,686	    38,8
10-12-2023 00:54:09	3,50000000	  1704,154	    38,8
10-12-2023 00:54:12	3,50083333	  1698,605	    38,8
10-12-2023 00:54:15	3,50166667	  1703,943	    38,8
10-12-2023 00:54:18	3,50250000	  1706,946	    38,9
10-12-2023 00:54:21	3,50333333	  1694,390	    38,9
10-12-2023 00:54:24	3,50416667	  1694,723	    38,9
10-12-2023 00:54:27	3,50500000	  1703,065	    38,9
10-12-2023 00:54:30	3,50583333	  1699,184	    38,9
10-12-2023 00:54:33	3,50666667	  1700,519	    38,9
10-12-2023 00:54:36	3,50750000	  1703,522	    38,9
10-12-2023 00:54:39	3,50833333	  1700,185	    38,9
10-12-2023 00:54:42	3,50916667	  1698,973	    38,9
10-12-2023 00:54:45	3,51000000	  1701,642	    38,9
10-12-2023 00:54:48	3,51083333	  1701,309	    38,9
10-12-2023 00:54:51	3,51166667	  1699,095	    38,9
10-12-2023 00:54:54	3,51250000	  1701,642	    38,9
10-12-2023 00:54:57	3,51333333	  1701,642	    38,9
10-12-2023 00:55:00	3,51416667	  1699,429	    38,9
10-12-2023 00:55:03	3,51500000	  1701,098	    38,9
10-12-2023 00:55:06	3,51583333	  1700,764	    38,9
10-12-2023 00:55:09	3,51666667	  1699,763	    38,9
10-12-2023 00:55:12	3,51750000	  1700,764	    38,9
10-12-2023 00:55:15	3,51833333	  1700,887	    39,0
10-12-2023 00:55:18	3,51916667	  1700,097	    38,9
10-12-2023 00:55:21	3,52000000	  1699,763	    38,9
10-12-2023 00:55:24	3,52083333	  1700,553	    39,0
10-12-2023 00:55:27	3,52166667	  1712,567	    39,0
10-12-2023 00:55:30	3,52250000	  1698,551	    39,0
10-12-2023 00:55:33	3,52333333	  1671,731	    38,9
10-12-2023 00:55:36	3,52416667	  1730,254	    39,0
10-12-2023 00:55:39	3,52500000	  1704,891	    39,0
10-12-2023 00:55:42	3,52583333	  1693,879	    39,0
10-12-2023 00:55:45	3,52666667	  1696,882	    39,0
10-12-2023 00:55:48	3,52750000	  1697,005	    39,0
10-12-2023 00:55:51	3,52833333	  1708,018	    39,0
10-12-2023 00:55:54	3,52916667	  1709,476	    39,0
10-12-2023 00:55:57	3,53000000	  1710,020	    39,0
10-12-2023 00:56:00	3,53083333	  1700,798	    39,0
10-12-2023 00:56:03	3,53166667	  1697,795	    39,0
10-12-2023 00:56:06	3,53250000	  1710,266	    39,0
10-12-2023 00:56:09	3,53333333	  1706,595	    39,0
10-12-2023 00:56:12	3,53416667	  1708,386	    39,0
10-12-2023 00:56:15	3,53500000	  1709,177	    39,0
10-12-2023 00:56:18	3,53583333	  1704,838	    39,0
10-12-2023 00:56:21	3,53666667	  1711,847	    39,0
10-12-2023 00:56:24	3,53750000	  1708,966	    39,1
10-12-2023 00:56:27	3,53833333	  1711,970	    39,1
10-12-2023 00:56:30	3,53916667	  1708,755	    39,1
10-12-2023 00:56:33	3,54000000	  1712,093	    39,1
10-12-2023 00:56:36	3,54083333	  1714,887	    39,1
10-12-2023 00:56:39	3,54166667	  1710,881	    39,1
10-12-2023 00:56:42	3,54250000	  1714,342	    39,1
10-12-2023 00:56:45	3,54333333	  1713,464	    39,2
10-12-2023 00:56:48	3,54416667	  1714,922	    39,2
10-12-2023 00:56:51	3,54500000	  1717,593	    39,2
10-12-2023 00:56:54	3,54583333	  1713,376	    39,2
10-12-2023 00:56:57	3,54666667	  1719,842	    39,2
10-12-2023 00:57:00	3,54750000	  1715,836	    39,2
10-12-2023 00:57:03	3,54833333	  1719,632	    39,2
10-12-2023 00:57:06	3,54916667	  1716,082	    39,3
10-12-2023 00:57:09	3,55000000	  1720,423	    39,3
10-12-2023 00:57:12	3,55083333	  1719,878	    39,3
10-12-2023 00:57:15	3,55166667	  1722,005	    39,3
10-12-2023 00:57:18	3,55250000	  1722,796	    39,3
10-12-2023 00:57:21	3,55333333	  1721,460	    39,3
10-12-2023 00:57:24	3,55416667	  1722,252	    39,3
10-12-2023 00:57:27	3,55500000	  1724,255	    39,3
10-12-2023 00:57:30	3,55583333	  1722,709	    39,3
10-12-2023 00:57:33	3,55666667	  1724,168	    39,4
10-12-2023 00:57:36	3,55750000	  1725,627	    39,4
10-12-2023 00:57:39	3,55833333	  1725,293	    39,4
10-12-2023 00:57:42	3,55916667	  1727,087	    39,4
10-12-2023 00:57:45	3,56000000	  1723,870	    39,4
10-12-2023 00:57:48	3,56083333	  1751,591	    39,4
10-12-2023 00:57:51	3,56166667	  1728,335	    39,5
10-12-2023 00:57:54	3,56250000	  1717,771	    39,5
10-12-2023 00:57:57	3,56333333	  1732,591	    39,5
10-12-2023 00:58:00	3,56416667	  1719,230	    39,5
10-12-2023 00:58:03	3,56500000	  1721,023	    39,5
10-12-2023 00:58:06	3,56583333	  1733,840	    39,5
