Well:	Amstelland	Gauge:	9380	Date:	Saturday, 9 December 2023
Test:	XLOT_9dec	Position:gauge depth 1.383 m MD	Time:	21:24:09
Uncompressed export: All data points included.

No Points: 33792     
Time			Delta Time	Pressure	Temperature
			Hours		psi absolute	°C
10-12-2023 11:49:21	14,42000000	  2147,398	    51,3
10-12-2023 11:49:24	14,42083333	  2147,398	    51,3
10-12-2023 11:49:27	14,42166667	  2147,398	    51,3
10-12-2023 11:49:30	14,42250000	  2147,398	    51,3
10-12-2023 11:49:33	14,42333333	  2147,398	    51,3
10-12-2023 11:49:36	14,42416667	  2147,398	    51,3
10-12-2023 11:49:39	14,42500000	  2147,398	    51,3
10-12-2023 11:49:42	14,42583333	  2147,398	    51,3
10-12-2023 11:49:45	14,42666667	  2147,398	    51,3
10-12-2023 11:49:48	14,42750000	  2147,398	    51,3
10-12-2023 11:49:51	14,42833333	  2147,398	    51,3
10-12-2023 11:49:54	14,42916667	  2147,398	    51,3
10-12-2023 11:49:57	14,43000000	  2147,398	    51,3
10-12-2023 11:50:00	14,43083333	  2147,533	    51,3
10-12-2023 11:50:03	14,43166667	  2147,058	    51,3
10-12-2023 11:50:06	14,43250000	  2147,398	    51,3
10-12-2023 11:50:09	14,43333333	  2147,398	    51,3
10-12-2023 11:50:12	14,43416667	  2147,398	    51,3
10-12-2023 11:50:15	14,43500000	  2147,058	    51,3
10-12-2023 11:50:18	14,43583333	  2147,398	    51,3
10-12-2023 11:50:21	14,43666667	  2147,398	    51,3
10-12-2023 11:50:24	14,43750000	  2147,533	    51,3
10-12-2023 11:50:27	14,43833333	  2147,398	    51,3
10-12-2023 11:50:30	14,43916667	  2147,398	    51,3
10-12-2023 11:50:33	14,44000000	  2147,192	    51,3
10-12-2023 11:50:36	14,44083333	  2147,398	    51,3
10-12-2023 11:50:39	14,44166667	  2147,398	    51,3
10-12-2023 11:50:42	14,44250000	  2147,398	    51,3
10-12-2023 11:50:45	14,44333333	  2147,533	    51,3
10-12-2023 11:50:48	14,44416667	  2147,398	    51,3
10-12-2023 11:50:51	14,44500000	  2147,398	    51,3
10-12-2023 11:50:54	14,44583333	  2147,398	    51,3
10-12-2023 11:50:57	14,44666667	  2147,398	    51,3
10-12-2023 11:51:00	14,44750000	  2147,398	    51,3
10-12-2023 11:51:03	14,44833333	  2147,398	    51,3
10-12-2023 11:51:06	14,44916667	  2147,533	    51,3
10-12-2023 11:51:09	14,45000000	  2147,398	    51,3
10-12-2023 11:51:12	14,45083333	  2147,192	    51,3
10-12-2023 11:51:15	14,45166667	  2147,398	    51,3
10-12-2023 11:51:18	14,45250000	  2147,533	    51,3
10-12-2023 11:51:21	14,45333333	  2147,398	    51,3
10-12-2023 11:51:24	14,45416667	  2147,533	    51,3
10-12-2023 11:51:27	14,45500000	  2147,398	    51,3
10-12-2023 11:51:30	14,45583333	  2147,398	    51,3
10-12-2023 11:51:33	14,45666667	  2147,398	    51,3
10-12-2023 11:51:36	14,45750000	  2147,533	    51,3
10-12-2023 11:51:39	14,45833333	  2147,398	    51,3
10-12-2023 11:51:42	14,45916667	  2147,398	    51,3
10-12-2023 11:51:45	14,46000000	  2147,533	    51,3
10-12-2023 11:51:48	14,46083333	  2147,398	    51,3
10-12-2023 11:51:51	14,46166667	  2147,533	    51,3
10-12-2023 11:51:54	14,46250000	  2147,398	    51,3
10-12-2023 11:51:57	14,46333333	  2147,398	    51,3
10-12-2023 11:52:00	14,46416667	  2147,533	    51,3
10-12-2023 11:52:03	14,46500000	  2147,398	    51,3
10-12-2023 11:52:06	14,46583333	  2147,533	    51,3
10-12-2023 11:52:09	14,46666667	  2147,398	    51,3
10-12-2023 11:52:12	14,46750000	  2147,398	    51,3
10-12-2023 11:52:15	14,46833333	  2147,533	    51,3
10-12-2023 11:52:18	14,46916667	  2147,398	    51,3
10-12-2023 11:52:21	14,47000000	  2147,533	    51,3
10-12-2023 11:52:24	14,47083333	  2147,533	    51,3
10-12-2023 11:52:27	14,47166667	  2147,398	    51,3
10-12-2023 11:52:30	14,47250000	  2147,398	    51,3
10-12-2023 11:52:33	14,47333333	  2147,533	    51,3
10-12-2023 11:52:36	14,47416667	  2147,533	    51,3
10-12-2023 11:52:39	14,47500000	  2147,398	    51,3
10-12-2023 11:52:42	14,47583333	  2147,533	    51,3
10-12-2023 11:52:45	14,47666667	  2147,533	    51,3
10-12-2023 11:52:48	14,47750000	  2147,058	    51,3
10-12-2023 11:52:51	14,47833333	  2147,533	    51,3
10-12-2023 11:52:54	14,47916667	  2147,533	    51,3
10-12-2023 11:52:57	14,48000000	  2147,192	    51,3
10-12-2023 11:53:00	14,48083333	  2147,533	    51,3
10-12-2023 11:53:03	14,48166667	  2147,533	    51,3
10-12-2023 11:53:06	14,48250000	  2147,533	    51,3
10-12-2023 11:53:09	14,48333333	  2147,533	    51,3
10-12-2023 11:53:12	14,48416667	  2147,192	    51,3
10-12-2023 11:53:15	14,48500000	  2147,398	    51,3
10-12-2023 11:53:18	14,48583333	  2147,533	    51,3
10-12-2023 11:53:21	14,48666667	  2147,533	    51,3
10-12-2023 11:53:24	14,48750000	  2147,533	    51,3
10-12-2023 11:53:27	14,48833333	  2147,533	    51,3
10-12-2023 11:53:30	14,48916667	  2147,533	    51,3
10-12-2023 11:53:33	14,49000000	  2147,533	    51,3
10-12-2023 11:53:36	14,49083333	  2147,533	    51,3
10-12-2023 11:53:39	14,49166667	  2147,192	    51,3
10-12-2023 11:53:42	14,49250000	  2147,533	    51,3
10-12-2023 11:53:45	14,49333333	  2147,533	    51,3
10-12-2023 11:53:48	14,49416667	  2147,533	    51,3
10-12-2023 11:53:51	14,49500000	  2147,533	    51,3
10-12-2023 11:53:54	14,49583333	  2147,533	    51,3
10-12-2023 11:53:57	14,49666667	  2147,533	    51,3
10-12-2023 11:54:00	14,49750000	  2147,533	    51,3
10-12-2023 11:54:03	14,49833333	  2147,533	    51,3
10-12-2023 11:54:06	14,49916667	  2147,533	    51,3
10-12-2023 11:54:09	14,50000000	  2147,533	    51,3
10-12-2023 11:54:12	14,50083333	  2147,192	    51,3
10-12-2023 11:54:15	14,50166667	  2147,192	    51,3
10-12-2023 11:54:18	14,50250000	  2147,533	    51,3
10-12-2023 11:54:21	14,50333333	  2147,533	    51,3
10-12-2023 11:54:24	14,50416667	  2147,533	    51,3
10-12-2023 11:54:27	14,50500000	  2147,533	    51,3
10-12-2023 11:54:30	14,50583333	  2147,533	    51,3
10-12-2023 11:54:33	14,50666667	  2147,533	    51,3
10-12-2023 11:54:36	14,50750000	  2147,533	    51,3
10-12-2023 11:54:39	14,50833333	  2147,533	    51,3
10-12-2023 11:54:42	14,50916667	  2147,533	    51,3
10-12-2023 11:54:45	14,51000000	  2147,533	    51,3
10-12-2023 11:54:48	14,51083333	  2147,533	    51,3
10-12-2023 11:54:51	14,51166667	  2147,327	    51,3
10-12-2023 11:54:54	14,51250000	  2147,533	    51,3
10-12-2023 11:54:57	14,51333333	  2147,533	    51,3
10-12-2023 11:55:00	14,51416667	  2147,533	    51,3
10-12-2023 11:55:03	14,51500000	  2147,533	    51,3
10-12-2023 11:55:06	14,51583333	  2147,533	    51,3
10-12-2023 11:55:09	14,51666667	  2147,533	    51,3
10-12-2023 11:55:12	14,51750000	  2147,533	    51,3
10-12-2023 11:55:15	14,51833333	  2147,533	    51,3
10-12-2023 11:55:18	14,51916667	  2147,533	    51,3
10-12-2023 11:55:21	14,52000000	  2147,533	    51,3
10-12-2023 11:55:24	14,52083333	  2147,533	    51,3
10-12-2023 11:55:27	14,52166667	  2147,533	    51,3
10-12-2023 11:55:30	14,52250000	  2147,533	    51,3
10-12-2023 11:55:33	14,52333333	  2147,192	    51,3
10-12-2023 11:55:36	14,52416667	  2147,533	    51,3
10-12-2023 11:55:39	14,52500000	  2147,533	    51,3
10-12-2023 11:55:42	14,52583333	  2147,533	    51,3
10-12-2023 11:55:45	14,52666667	  2147,533	    51,3
10-12-2023 11:55:48	14,52750000	  2147,668	    51,3
10-12-2023 11:55:51	14,52833333	  2147,533	    51,3
10-12-2023 11:55:54	14,52916667	  2147,533	    51,3
10-12-2023 11:55:57	14,53000000	  2147,533	    51,3
10-12-2023 11:56:00	14,53083333	  2147,533	    51,3
10-12-2023 11:56:03	14,53166667	  2147,192	    51,3
10-12-2023 11:56:06	14,53250000	  2147,668	    51,3
10-12-2023 11:56:09	14,53333333	  2147,192	    51,3
10-12-2023 11:56:12	14,53416667	  2147,533	    51,3
10-12-2023 11:56:15	14,53500000	  2147,192	    51,3
10-12-2023 11:56:18	14,53583333	  2147,533	    51,3
10-12-2023 11:56:21	14,53666667	  2147,533	    51,3
10-12-2023 11:56:24	14,53750000	  2147,192	    51,3
10-12-2023 11:56:27	14,53833333	  2147,533	    51,3
10-12-2023 11:56:30	14,53916667	  2147,533	    51,3
10-12-2023 11:56:33	14,54000000	  2147,533	    51,3
10-12-2023 11:56:36	14,54083333	  2147,668	    51,3
10-12-2023 11:56:39	14,54166667	  2147,533	    51,3
10-12-2023 11:56:42	14,54250000	  2147,192	    51,3
10-12-2023 11:56:45	14,54333333	  2147,533	    51,3
10-12-2023 11:56:48	14,54416667	  2147,192	    51,3
10-12-2023 11:56:51	14,54500000	  2147,533	    51,3
10-12-2023 11:56:54	14,54583333	  2147,327	    51,3
10-12-2023 11:56:57	14,54666667	  2147,533	    51,3
10-12-2023 11:57:00	14,54750000	  2147,533	    51,3
10-12-2023 11:57:03	14,54833333	  2147,533	    51,3
10-12-2023 11:57:06	14,54916667	  2147,668	    51,3
10-12-2023 11:57:09	14,55000000	  2147,533	    51,3
10-12-2023 11:57:12	14,55083333	  2147,192	    51,3
10-12-2023 11:57:15	14,55166667	  2147,533	    51,3
10-12-2023 11:57:18	14,55250000	  2147,192	    51,3
10-12-2023 11:57:21	14,55333333	  2147,192	    51,3
10-12-2023 11:57:24	14,55416667	  2147,533	    51,3
10-12-2023 11:57:27	14,55500000	  2147,533	    51,3
10-12-2023 11:57:30	14,55583333	  2147,533	    51,3
10-12-2023 11:57:33	14,55666667	  2147,192	    51,3
10-12-2023 11:57:36	14,55750000	  2147,327	    51,3
10-12-2023 11:57:39	14,55833333	  2147,192	    51,3
10-12-2023 11:57:42	14,55916667	  2147,533	    51,3
10-12-2023 11:57:45	14,56000000	  2147,192	    51,3
10-12-2023 11:57:48	14,56083333	  2147,192	    51,3
10-12-2023 11:57:51	14,56166667	  2147,192	    51,3
10-12-2023 11:57:54	14,56250000	  2147,668	    51,3
10-12-2023 11:57:57	14,56333333	  2147,533	    51,3
10-12-2023 11:58:00	14,56416667	  2147,533	    51,3
10-12-2023 11:58:03	14,56500000	  2147,668	    51,3
10-12-2023 11:58:06	14,56583333	  2147,327	    51,3
10-12-2023 11:58:09	14,56666667	  2147,533	    51,3
10-12-2023 11:58:12	14,56750000	  2147,327	    51,3
10-12-2023 11:58:15	14,56833333	  2147,533	    51,3
10-12-2023 11:58:18	14,56916667	  2147,327	    51,3
10-12-2023 11:58:21	14,57000000	  2147,668	    51,3
10-12-2023 11:58:24	14,57083333	  2147,192	    51,3
10-12-2023 11:58:27	14,57166667	  2147,533	    51,3
10-12-2023 11:58:30	14,57250000	  2147,327	    51,3
10-12-2023 11:58:33	14,57333333	  2147,668	    51,3
10-12-2023 11:58:36	14,57416667	  2147,192	    51,3
10-12-2023 11:58:39	14,57500000	  2147,192	    51,3
10-12-2023 11:58:42	14,57583333	  2147,533	    51,3
10-12-2023 11:58:45	14,57666667	  2147,533	    51,3
10-12-2023 11:58:48	14,57750000	  2147,327	    51,3
10-12-2023 11:58:51	14,57833333	  2147,533	    51,3
10-12-2023 11:58:54	14,57916667	  2147,668	    51,3
10-12-2023 11:58:57	14,58000000	  2147,192	    51,3
10-12-2023 11:59:00	14,58083333	  2147,192	    51,3
10-12-2023 11:59:03	14,58166667	  2147,533	    51,3
10-12-2023 11:59:06	14,58250000	  2147,327	    51,3
10-12-2023 11:59:09	14,58333333	  2147,668	    51,3
10-12-2023 11:59:12	14,58416667	  2147,668	    51,3
10-12-2023 11:59:15	14,58500000	  2147,327	    51,3
10-12-2023 11:59:18	14,58583333	  2147,668	    51,3
10-12-2023 11:59:21	14,58666667	  2147,533	    51,3
10-12-2023 11:59:24	14,58750000	  2147,668	    51,3
10-12-2023 11:59:27	14,58833333	  2147,327	    51,3
10-12-2023 11:59:30	14,58916667	  2147,533	    51,3
10-12-2023 11:59:33	14,59000000	  2147,192	    51,3
10-12-2023 11:59:36	14,59083333	  2147,327	    51,3
10-12-2023 11:59:39	14,59166667	  2147,327	    51,3
10-12-2023 11:59:42	14,59250000	  2147,668	    51,3
10-12-2023 11:59:45	14,59333333	  2147,668	    51,3
10-12-2023 11:59:48	14,59416667	  2147,668	    51,3
10-12-2023 11:59:51	14,59500000	  2147,668	    51,3
10-12-2023 11:59:54	14,59583333	  2147,327	    51,3
10-12-2023 11:59:57	14,59666667	  2147,327	    51,3
10-12-2023 12:00:00	14,59750000	  2147,327	    51,3
10-12-2023 12:00:03	14,59833333	  2147,192	    51,3
10-12-2023 12:00:06	14,59916667	  2147,327	    51,3
10-12-2023 12:00:09	14,60000000	  2147,533	    51,3
10-12-2023 12:00:12	14,60083333	  2147,327	    51,3
10-12-2023 12:00:15	14,60166667	  2147,327	    51,3
10-12-2023 12:00:18	14,60250000	  2147,327	    51,3
10-12-2023 12:00:21	14,60333333	  2147,668	    51,3
10-12-2023 12:00:24	14,60416667	  2147,327	    51,3
10-12-2023 12:00:27	14,60500000	  2147,327	    51,3
10-12-2023 12:00:30	14,60583333	  2147,668	    51,3
10-12-2023 12:00:33	14,60666667	  2147,668	    51,3
10-12-2023 12:00:36	14,60750000	  2147,327	    51,3
10-12-2023 12:00:39	14,60833333	  2147,668	    51,3
10-12-2023 12:00:42	14,60916667	  2147,668	    51,3
10-12-2023 12:00:45	14,61000000	  2147,327	    51,3
10-12-2023 12:00:48	14,61083333	  2147,327	    51,3
10-12-2023 12:00:51	14,61166667	  2147,668	    51,3
10-12-2023 12:00:54	14,61250000	  2147,327	    51,3
10-12-2023 12:00:57	14,61333333	  2147,668	    51,3
10-12-2023 12:01:00	14,61416667	  2147,192	    51,3
10-12-2023 12:01:03	14,61500000	  2147,327	    51,3
10-12-2023 12:01:06	14,61583333	  2147,668	    51,3
10-12-2023 12:01:09	14,61666667	  2147,533	    51,3
10-12-2023 12:01:12	14,61750000	  2147,327	    51,3
10-12-2023 12:01:15	14,61833333	  2147,327	    51,3
10-12-2023 12:01:18	14,61916667	  2147,668	    51,3
10-12-2023 12:01:21	14,62000000	  2147,327	    51,3
10-12-2023 12:01:24	14,62083333	  2147,327	    51,3
10-12-2023 12:01:27	14,62166667	  2147,327	    51,3
10-12-2023 12:01:30	14,62250000	  2147,327	    51,3
10-12-2023 12:01:33	14,62333333	  2147,533	    51,3
10-12-2023 12:01:36	14,62416667	  2147,327	    51,3
10-12-2023 12:01:39	14,62500000	  2147,327	    51,3
10-12-2023 12:01:42	14,62583333	  2147,327	    51,3
10-12-2023 12:01:45	14,62666667	  2147,327	    51,3
10-12-2023 12:01:48	14,62750000	  2147,327	    51,3
10-12-2023 12:01:51	14,62833333	  2147,327	    51,3
10-12-2023 12:01:54	14,62916667	  2147,327	    51,3
10-12-2023 12:01:57	14,63000000	  2147,668	    51,3
10-12-2023 12:02:00	14,63083333	  2147,668	    51,3
10-12-2023 12:02:03	14,63166667	  2147,327	    51,3
10-12-2023 12:02:06	14,63250000	  2147,327	    51,3
10-12-2023 12:02:09	14,63333333	  2147,327	    51,3
10-12-2023 12:02:12	14,63416667	  2147,668	    51,3
10-12-2023 12:02:15	14,63500000	  2147,327	    51,3
10-12-2023 12:02:18	14,63583333	  2147,668	    51,3
10-12-2023 12:02:21	14,63666667	  2147,327	    51,3
10-12-2023 12:02:24	14,63750000	  2147,327	    51,3
10-12-2023 12:02:27	14,63833333	  2147,327	    51,3
10-12-2023 12:02:30	14,63916667	  2147,327	    51,3
10-12-2023 12:02:33	14,64000000	  2147,327	    51,3
10-12-2023 12:02:36	14,64083333	  2147,327	    51,3
10-12-2023 12:02:39	14,64166667	  2147,668	    51,3
10-12-2023 12:02:42	14,64250000	  2147,327	    51,3
10-12-2023 12:02:45	14,64333333	  2147,668	    51,3
10-12-2023 12:02:48	14,64416667	  2147,327	    51,3
10-12-2023 12:02:51	14,64500000	  2147,327	    51,3
10-12-2023 12:02:54	14,64583333	  2147,668	    51,3
10-12-2023 12:02:57	14,64666667	  2147,327	    51,3
10-12-2023 12:03:00	14,64750000	  2147,327	    51,3
10-12-2023 12:03:03	14,64833333	  2147,327	    51,3
10-12-2023 12:03:06	14,64916667	  2147,327	    51,3
10-12-2023 12:03:09	14,65000000	  2147,327	    51,3
10-12-2023 12:03:12	14,65083333	  2147,327	    51,3
10-12-2023 12:03:15	14,65166667	  2147,327	    51,3
10-12-2023 12:03:18	14,65250000	  2147,327	    51,3
10-12-2023 12:03:21	14,65333333	  2147,327	    51,3
10-12-2023 12:03:24	14,65416667	  2147,327	    51,3
10-12-2023 12:03:27	14,65500000	  2147,327	    51,3
10-12-2023 12:03:30	14,65583333	  2147,462	    51,3
10-12-2023 12:03:33	14,65666667	  2147,668	    51,3
10-12-2023 12:03:36	14,65750000	  2147,327	    51,3
10-12-2023 12:03:39	14,65833333	  2147,327	    51,3
10-12-2023 12:03:42	14,65916667	  2147,462	    51,3
10-12-2023 12:03:45	14,66000000	  2147,327	    51,3
10-12-2023 12:03:48	14,66083333	  2147,327	    51,3
10-12-2023 12:03:51	14,66166667	  2147,462	    51,3
10-12-2023 12:03:54	14,66250000	  2147,327	    51,3
10-12-2023 12:03:57	14,66333333	  2147,327	    51,3
10-12-2023 12:04:00	14,66416667	  2147,327	    51,3
10-12-2023 12:04:03	14,66500000	  2147,327	    51,3
10-12-2023 12:04:06	14,66583333	  2147,668	    51,3
10-12-2023 12:04:09	14,66666667	  2147,327	    51,3
10-12-2023 12:04:12	14,66750000	  2147,462	    51,3
10-12-2023 12:04:15	14,66833333	  2147,327	    51,3
10-12-2023 12:04:18	14,66916667	  2147,327	    51,3
10-12-2023 12:04:21	14,67000000	  2147,327	    51,3
10-12-2023 12:04:24	14,67083333	  2147,668	    51,3
10-12-2023 12:04:27	14,67166667	  2147,668	    51,3
10-12-2023 12:04:30	14,67250000	  2147,327	    51,3
10-12-2023 12:04:33	14,67333333	  2147,327	    51,3
10-12-2023 12:04:36	14,67416667	  2147,668	    51,3
10-12-2023 12:04:39	14,67500000	  2147,327	    51,3
10-12-2023 12:04:42	14,67583333	  2147,462	    51,3
10-12-2023 12:04:45	14,67666667	  2147,327	    51,3
10-12-2023 12:04:48	14,67750000	  2147,327	    51,3
10-12-2023 12:04:51	14,67833333	  2147,462	    51,3
10-12-2023 12:04:54	14,67916667	  2147,462	    51,3
10-12-2023 12:04:57	14,68000000	  2147,462	    51,3
10-12-2023 12:05:00	14,68083333	  2147,327	    51,3
10-12-2023 12:05:03	14,68166667	  2147,327	    51,3
10-12-2023 12:05:06	14,68250000	  2147,327	    51,3
10-12-2023 12:05:09	14,68333333	  2147,327	    51,3
10-12-2023 12:05:12	14,68416667	  2147,327	    51,3
10-12-2023 12:05:15	14,68500000	  2147,462	    51,3
10-12-2023 12:05:18	14,68583333	  2147,327	    51,3
10-12-2023 12:05:21	14,68666667	  2147,327	    51,3
10-12-2023 12:05:24	14,68750000	  2147,327	    51,3
10-12-2023 12:05:27	14,68833333	  2147,327	    51,3
10-12-2023 12:05:30	14,68916667	  2147,327	    51,3
10-12-2023 12:05:33	14,69000000	  2147,327	    51,3
10-12-2023 12:05:36	14,69083333	  2147,802	    51,3
10-12-2023 12:05:39	14,69166667	  2147,327	    51,3
10-12-2023 12:05:42	14,69250000	  2147,327	    51,3
10-12-2023 12:05:45	14,69333333	  2147,327	    51,3
10-12-2023 12:05:48	14,69416667	  2147,327	    51,3
10-12-2023 12:05:51	14,69500000	  2147,327	    51,3
10-12-2023 12:05:54	14,69583333	  2147,327	    51,3
10-12-2023 12:05:57	14,69666667	  2147,462	    51,3
10-12-2023 12:06:00	14,69750000	  2147,327	    51,3
10-12-2023 12:06:03	14,69833333	  2147,327	    51,3
10-12-2023 12:06:06	14,69916667	  2147,462	    51,3
10-12-2023 12:06:09	14,70000000	  2147,462	    51,3
10-12-2023 12:06:12	14,70083333	  2147,327	    51,3
10-12-2023 12:06:15	14,70166667	  2147,121	    51,3
10-12-2023 12:06:18	14,70250000	  2147,462	    51,3
10-12-2023 12:06:21	14,70333333	  2147,327	    51,3
10-12-2023 12:06:24	14,70416667	  2147,462	    51,3
10-12-2023 12:06:27	14,70500000	  2147,327	    51,3
10-12-2023 12:06:30	14,70583333	  2147,462	    51,3
10-12-2023 12:06:33	14,70666667	  2147,802	    51,3
10-12-2023 12:06:36	14,70750000	  2147,462	    51,3
10-12-2023 12:06:39	14,70833333	  2147,462	    51,3
10-12-2023 12:06:42	14,70916667	  2146,987	    51,3
10-12-2023 12:06:45	14,71000000	  2147,327	    51,3
10-12-2023 12:06:48	14,71083333	  2147,462	    51,3
10-12-2023 12:06:51	14,71166667	  2147,462	    51,3
10-12-2023 12:06:54	14,71250000	  2147,462	    51,3
10-12-2023 12:06:57	14,71333333	  2147,327	    51,3
10-12-2023 12:07:00	14,71416667	  2147,462	    51,3
10-12-2023 12:07:03	14,71500000	  2147,462	    51,3
10-12-2023 12:07:06	14,71583333	  2147,327	    51,3
10-12-2023 12:07:09	14,71666667	  2147,462	    51,3
10-12-2023 12:07:12	14,71750000	  2147,462	    51,3
10-12-2023 12:07:15	14,71833333	  2147,462	    51,3
10-12-2023 12:07:18	14,71916667	  2147,327	    51,3
10-12-2023 12:07:21	14,72000000	  2147,327	    51,3
10-12-2023 12:07:24	14,72083333	  2147,462	    51,3
10-12-2023 12:07:27	14,72166667	  2147,327	    51,3
10-12-2023 12:07:30	14,72250000	  2147,462	    51,3
10-12-2023 12:07:33	14,72333333	  2147,327	    51,3
10-12-2023 12:07:36	14,72416667	  2147,327	    51,3
10-12-2023 12:07:39	14,72500000	  2147,802	    51,3
10-12-2023 12:07:42	14,72583333	  2147,327	    51,3
10-12-2023 12:07:45	14,72666667	  2147,462	    51,3
10-12-2023 12:07:48	14,72750000	  2147,462	    51,3
10-12-2023 12:07:51	14,72833333	  2147,462	    51,3
10-12-2023 12:07:54	14,72916667	  2147,462	    51,3
10-12-2023 12:07:57	14,73000000	  2147,462	    51,3
10-12-2023 12:08:00	14,73083333	  2147,462	    51,3
10-12-2023 12:08:03	14,73166667	  2147,462	    51,3
10-12-2023 12:08:06	14,73250000	  2147,462	    51,3
10-12-2023 12:08:09	14,73333333	  2147,462	    51,3
10-12-2023 12:08:12	14,73416667	  2147,462	    51,3
10-12-2023 12:08:15	14,73500000	  2147,462	    51,3
10-12-2023 12:08:18	14,73583333	  2147,327	    51,3
10-12-2023 12:08:21	14,73666667	  2147,802	    51,3
10-12-2023 12:08:24	14,73750000	  2147,462	    51,3
10-12-2023 12:08:27	14,73833333	  2147,462	    51,3
10-12-2023 12:08:30	14,73916667	  2147,462	    51,3
10-12-2023 12:08:33	14,74000000	  2147,462	    51,3
10-12-2023 12:08:36	14,74083333	  2147,462	    51,3
10-12-2023 12:08:39	14,74166667	  2147,327	    51,3
10-12-2023 12:08:42	14,74250000	  2147,462	    51,3
10-12-2023 12:08:45	14,74333333	  2147,462	    51,3
10-12-2023 12:08:48	14,74416667	  2147,462	    51,3
10-12-2023 12:08:51	14,74500000	  2147,462	    51,3
10-12-2023 12:08:54	14,74583333	  2147,121	    51,3
10-12-2023 12:08:57	14,74666667	  2147,462	    51,3
10-12-2023 12:09:00	14,74750000	  2147,462	    51,3
10-12-2023 12:09:03	14,74833333	  2147,462	    51,3
10-12-2023 12:09:06	14,74916667	  2147,462	    51,3
10-12-2023 12:09:09	14,75000000	  2147,462	    51,3
10-12-2023 12:09:12	14,75083333	  2147,462	    51,3
10-12-2023 12:09:15	14,75166667	  2147,462	    51,3
10-12-2023 12:09:18	14,75250000	  2147,462	    51,3
10-12-2023 12:09:21	14,75333333	  2147,462	    51,3
10-12-2023 12:09:24	14,75416667	  2147,462	    51,3
10-12-2023 12:09:27	14,75500000	  2147,462	    51,3
10-12-2023 12:09:30	14,75583333	  2147,462	    51,3
10-12-2023 12:09:33	14,75666667	  2147,462	    51,3
10-12-2023 12:09:36	14,75750000	  2147,462	    51,3
10-12-2023 12:09:39	14,75833333	  2147,327	    51,3
10-12-2023 12:09:42	14,75916667	  2147,462	    51,3
10-12-2023 12:09:45	14,76000000	  2147,462	    51,3
10-12-2023 12:09:48	14,76083333	  2147,462	    51,3
10-12-2023 12:09:51	14,76166667	  2147,327	    51,3
10-12-2023 12:09:54	14,76250000	  2147,121	    51,3
10-12-2023 12:09:57	14,76333333	  2147,462	    51,3
10-12-2023 12:10:00	14,76416667	  2147,462	    51,3
10-12-2023 12:10:03	14,76500000	  2147,462	    51,3
10-12-2023 12:10:06	14,76583333	  2147,462	    51,3
10-12-2023 12:10:09	14,76666667	  2147,462	    51,3
10-12-2023 12:10:12	14,76750000	  2147,462	    51,3
10-12-2023 12:10:15	14,76833333	  2147,462	    51,3
10-12-2023 12:10:18	14,76916667	  2147,462	    51,3
10-12-2023 12:10:21	14,77000000	  2147,597	    51,3
10-12-2023 12:10:24	14,77083333	  2147,462	    51,3
10-12-2023 12:10:27	14,77166667	  2147,462	    51,3
10-12-2023 12:10:30	14,77250000	  2147,462	    51,3
10-12-2023 12:10:33	14,77333333	  2147,462	    51,3
10-12-2023 12:10:36	14,77416667	  2147,462	    51,3
10-12-2023 12:10:39	14,77500000	  2147,462	    51,3
10-12-2023 12:10:42	14,77583333	  2147,462	    51,3
10-12-2023 12:10:45	14,77666667	  2147,462	    51,3
10-12-2023 12:10:48	14,77750000	  2147,462	    51,3
10-12-2023 12:10:51	14,77833333	  2147,462	    51,3
10-12-2023 12:10:54	14,77916667	  2147,462	    51,3
10-12-2023 12:10:57	14,78000000	  2147,462	    51,3
10-12-2023 12:11:00	14,78083333	  2147,462	    51,3
10-12-2023 12:11:03	14,78166667	  2147,462	    51,3
10-12-2023 12:11:06	14,78250000	  2147,462	    51,3
10-12-2023 12:11:09	14,78333333	  2147,462	    51,3
10-12-2023 12:11:12	14,78416667	  2147,462	    51,3
10-12-2023 12:11:15	14,78500000	  2147,462	    51,3
10-12-2023 12:11:18	14,78583333	  2147,462	    51,3
10-12-2023 12:11:21	14,78666667	  2147,462	    51,3
10-12-2023 12:11:24	14,78750000	  2147,462	    51,3
10-12-2023 12:11:27	14,78833333	  2147,121	    51,3
10-12-2023 12:11:30	14,78916667	  2147,462	    51,3
10-12-2023 12:11:33	14,79000000	  2147,597	    51,3
10-12-2023 12:11:36	14,79083333	  2147,597	    51,3
10-12-2023 12:11:39	14,79166667	  2147,462	    51,3
10-12-2023 12:11:42	14,79250000	  2147,597	    51,3
10-12-2023 12:11:45	14,79333333	  2147,121	    51,3
10-12-2023 12:11:48	14,79416667	  2147,462	    51,3
10-12-2023 12:11:51	14,79500000	  2147,462	    51,3
10-12-2023 12:11:54	14,79583333	  2147,462	    51,3
10-12-2023 12:11:57	14,79666667	  2147,462	    51,3
10-12-2023 12:12:00	14,79750000	  2147,462	    51,3
10-12-2023 12:12:03	14,79833333	  2147,462	    51,3
10-12-2023 12:12:06	14,79916667	  2147,462	    51,3
10-12-2023 12:12:09	14,80000000	  2147,462	    51,3
10-12-2023 12:12:12	14,80083333	  2147,462	    51,3
10-12-2023 12:12:15	14,80166667	  2147,597	    51,3
10-12-2023 12:12:18	14,80250000	  2147,462	    51,3
10-12-2023 12:12:21	14,80333333	  2147,462	    51,3
10-12-2023 12:12:24	14,80416667	  2147,597	    51,3
