Time	Treating Pressure	Flow Rate	Density	Volume	CMT Return Press	CMT Return Rate	CMT Return Dens	Return Volume
mm:dd:yyyy:hh:mm:ss	bars	l/min	sgu	m3	bars	l/min	sgu	m3
____	______________	________	________	_______	________________	_______________	_______________	_____________	
12:12:2023:13:58:45	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:58:46	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:58:47	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:58:48	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:58:49	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:58:50	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:58:51	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:58:52	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:58:53	0	0.0	1.00	0.000	0	0.0	0.37	0.000
12:12:2023:13:58:54	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:58:55	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:13:58:56	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:58:57	0	0.0	1.00	0.000	0	0.0	0.37	0.000
12:12:2023:13:58:58	0	0.0	1.00	0.000	0	0.0	0.37	0.000
12:12:2023:13:58:59	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:00	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:01	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:02	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:03	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:04	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:05	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:06	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:07	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:08	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:09	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:10	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:11	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:12	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:13	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:14	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:15	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:16	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:17	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:19	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:20	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:21	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:22	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:23	0	0.0	1.00	0.000	0	0.0	0.37	0.000
12:12:2023:13:59:24	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:25	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:13:59:26	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:27	0	0.0	1.00	0.000	1	0.0	0.37	0.000
12:12:2023:13:59:28	0	0.0	1.00	0.000	0	0.0	0.37	0.000
12:12:2023:13:59:29	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:13:59:30	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:31	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:13:59:32	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:33	0	0.0	1.00	0.000	0	0.0	0.37	0.000
12:12:2023:13:59:34	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:35	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:36	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:37	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:38	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:39	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:40	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:41	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:42	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:43	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:44	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:45	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:46	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:47	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:48	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:49	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:50	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:51	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:52	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:53	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:54	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:55	0	0.0	1.00	0.000	-0	0.0	0.37	0.000
12:12:2023:13:59:56	0	0.0	1.00	0.000	0	0.0	0.37	0.000
12:12:2023:14:07:18	Reset Total, Vol = 1.46  m3
12:12:2023:14:07:20	Reset Total, Vol = 0.00  m3
12:12:2023:14:16:38	Start Job
12:12:2023:14:16:40	Flush lines
12:12:2023:14:16:51	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:16:52	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:16:53	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:16:54	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:16:55	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:16:57	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:16:58	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:16:59	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:00	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:01	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:02	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:03	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:04	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:05	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:06	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:07	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:08	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:09	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:10	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:11	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:12	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:13	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:14	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:15	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:16	Start Job
12:12:2023:14:17:16	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:17	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:18	Flush lines
12:12:2023:14:17:18	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:19	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:20	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:21	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:22	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:23	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:24	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:25	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:26	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:27	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:28	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:29	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:30	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:31	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:32	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:33	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:34	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:35	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:36	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:37	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:38	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:39	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:40	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:41	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:42	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:43	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:44	0	0.0	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:45	0	31.5	1.00	0.000	-1	0.0	0.37	0.000
12:12:2023:14:17:46	0	31.5	1.00	0.001	-1	0.0	0.37	0.000
12:12:2023:14:17:47	0	248.1	1.00	0.002	-1	0.0	0.37	0.000
12:12:2023:14:17:48	2	245.8	1.00	0.004	-1	0.0	0.37	0.000
12:12:2023:14:17:49	3	577.2	1.00	0.007	-0	0.0	0.37	0.000
12:12:2023:14:17:50	3	553.1	1.00	0.009	1	0.0	0.37	0.000
12:12:2023:14:17:51	4	441.8	1.00	0.008	1	0.0	0.37	0.000
12:12:2023:14:17:52	4	325.6	1.00	0.006	2	0.0	0.37	0.000
12:12:2023:14:17:53	4	325.6	1.00	0.005	2	0.0	0.37	0.000
12:12:2023:14:17:54	4	248.0	1.00	0.005	2	0.0	0.37	0.000
12:12:2023:14:17:55	4	206.7	1.00	0.004	2	0.0	0.37	0.000
12:12:2023:14:17:56	4	178.4	1.00	0.103	2	0.0	0.37	0.000
12:12:2023:14:17:57	4	197.3	1.00	0.103	2	0.0	0.37	0.000
12:12:2023:14:17:58	4	191.5	1.00	0.103	2	0.0	0.37	0.000
12:12:2023:14:17:59	4	186.1	1.00	0.103	2	0.0	0.37	0.000
12:12:2023:14:18:00	4	186.1	1.00	0.103	2	0.0	0.37	0.000
12:12:2023:14:18:01	4	188.8	1.00	0.103	2	0.0	0.37	0.000
12:12:2023:14:18:03	4	183.4	1.01	0.106	2	0.0	0.37	0.000
12:12:2023:14:18:04	4	91.7	1.01	0.102	3	0.0	0.37	0.000
12:12:2023:14:18:05	4	15.9	1.01	0.101	3	0.0	0.37	0.000
12:12:2023:14:18:06	4	38.7	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:07	4	43.3	1.01	0.101	3	0.0	0.37	0.000
12:12:2023:14:18:08	4	42.0	1.01	0.101	3	0.0	0.37	0.000
12:12:2023:14:18:09	4	42.0	1.01	0.101	3	0.0	0.37	0.000
12:12:2023:14:18:10	4	41.1	1.01	0.101	3	0.0	0.37	0.000
12:12:2023:14:18:11	4	42.0	1.01	0.101	3	0.0	0.37	0.000
12:12:2023:14:18:12	4	40.7	1.01	0.101	3	0.0	0.37	0.000
12:12:2023:14:18:13	4	39.6	1.01	0.101	3	0.0	0.37	0.000
12:12:2023:14:18:14	4	17.9	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:15	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:16	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:17	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:18	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:19	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:20	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:21	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:22	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:23	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:24	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:25	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:26	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:27	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:28	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:29	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:30	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:31	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:32	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:33	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:34	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:35	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:36	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:37	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:38	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:39	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:40	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:41	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:42	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:43	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:44	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:45	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:46	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:47	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:48	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:49	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:50	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:51	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:52	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:53	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:54	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:55	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:56	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:57	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:58	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:18:59	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:00	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:01	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:02	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:03	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:04	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:05	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:06	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:07	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:09	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:10	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:11	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:12	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:13	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:14	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:15	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:16	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:17	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:18	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:19	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:20	4	0.0	1.01	0.100	3	0.0	0.37	0.000
12:12:2023:14:19:21	3	0.0	1.01	0.100	2	0.0	0.37	0.000
12:12:2023:14:19:22	3	0.0	1.01	0.100	2	0.0	0.37	0.000
12:12:2023:14:19:23	2	0.0	1.01	0.100	2	0.0	0.37	0.000
12:12:2023:14:19:24	2	0.0	1.01	0.100	1	0.0	0.37	0.000
12:12:2023:14:19:25	1	0.0	1.01	0.100	0	0.0	0.37	0.000
12:12:2023:14:19:26	1	0.0	1.01	0.100	-0	0.0	0.37	0.000
12:12:2023:14:19:27	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:28	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:29	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:30	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:31	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:32	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:33	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:34	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:35	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:36	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:37	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:38	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:39	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:40	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:41	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:42	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:43	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:44	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:45	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:46	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:47	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:48	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:49	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:50	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:51	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:52	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:53	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:54	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:55	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:56	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:57	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:58	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:19:59	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:00	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:01	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:02	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:03	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:04	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:05	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:06	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:07	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:08	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:09	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:10	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:11	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:12	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:13	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:15	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:16	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:17	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:18	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:19	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:20	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:21	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:22	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:23	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:24	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:25	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:26	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:27	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:28	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:29	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:30	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:31	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:32	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:33	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:34	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:35	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:36	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:37	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:38	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:39	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:40	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:41	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:42	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:43	1	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:44	0	0.0	1.01	0.100	-1	0.0	0.37	0.000
12:12:2023:14:20:45	1	0.0	1.01	0.100	-0	0.0	0.37	0.000
12:12:2023:14:20:46	2	143.9	1.02	0.101	1	0.0	0.37	0.000
12:12:2023:14:20:47	2	41.5	1.02	0.102	1	0.0	0.37	0.000
12:12:2023:14:20:48	1	23.1	1.02	0.101	0	0.0	0.37	0.000
12:12:2023:14:20:49	1	0.0	1.02	0.100	-0	0.0	0.37	0.000
12:12:2023:14:20:50	1	0.0	1.03	0.100	-0	0.0	0.37	0.000
12:12:2023:14:20:51	1	0.0	1.03	0.100	-0	0.0	0.37	0.000
12:12:2023:14:20:52	1	0.0	1.03	0.100	-0	0.0	0.37	0.000
12:12:2023:14:20:53	1	0.0	1.03	0.100	-0	0.0	0.37	0.000
12:12:2023:14:20:54	1	41.3	1.03	0.100	-0	0.0	0.37	0.000
12:12:2023:14:20:55	1	28.4	1.03	0.101	-0	0.0	0.37	0.000
12:12:2023:14:20:56	1	50.7	1.03	0.101	-0	0.0	0.37	0.000
12:12:2023:14:20:57	1	31.4	1.03	0.101	-0	0.0	0.38	0.000
12:12:2023:14:20:58	1	35.3	1.03	0.101	-0	0.0	0.42	0.000
12:12:2023:14:20:59	1	35.3	1.03	0.101	-0	0.0	0.49	0.000
12:12:2023:14:21:00	1	34.6	1.03	0.101	-0	0.0	0.54	0.000
12:12:2023:14:21:01	1	34.0	1.03	0.101	-0	0.0	0.64	0.000
12:12:2023:14:21:02	1	33.7	1.03	0.101	-0	228.7	0.72	0.002
12:12:2023:14:21:03	1	34.2	1.03	0.101	-0	162.0	0.84	0.005
12:12:2023:14:21:04	1	32.2	1.03	0.101	-0	79.4	0.88	0.007
12:12:2023:14:21:05	1	32.7	1.03	0.101	-0	15.9	0.93	0.008
12:12:2023:14:21:06	1	32.7	1.03	0.101	-0	0.0	0.94	0.008
12:12:2023:14:21:07	1	33.9	1.03	0.101	-0	0.0	0.97	0.008
12:12:2023:14:21:08	1	32.6	1.03	0.101	-0	0.0	0.99	0.008
12:12:2023:14:21:09	1	33.7	1.03	0.101	-0	0.0	0.99	0.008
12:12:2023:14:21:10	1	34.1	1.03	0.101	-0	0.0	0.99	0.008
12:12:2023:14:21:11	1	31.6	1.03	0.101	-0	0.0	0.99	0.008
12:12:2023:14:21:12	1	32.4	1.03	0.101	-0	0.0	1.00	0.008
