Time	Treating Pressure	Flow Rate	Density	Volume	CMT Return Press	CMT Return Rate	CMT Return Dens	Return Volume
mm:dd:yyyy:hh:mm:ss	bars	l/min	sgu	m3	bars	l/min	sgu	m3
____	______________	________	________	_______	________________	_______________	_______________	_____________	
12:12:2023:14:41:59	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:00	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:01	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:02	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:03	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:04	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:05	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:06	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:07	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:08	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:09	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:10	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:11	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:12	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:13	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:14	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:16	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:17	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:18	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:19	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:20	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:21	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:22	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:23	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:24	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:25	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:26	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:27	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:28	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:29	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:30	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:31	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:32	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:33	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:34	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:35	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:36	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:37	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:38	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:39	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:40	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:41	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:42	324	0.0	1.06	0.200	324	0.0	1.00	0.008
12:12:2023:14:42:43	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:44	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:45	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:46	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:47	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:48	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:49	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:50	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:51	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:52	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:53	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:54	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:55	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:56	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:57	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:58	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:42:59	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:00	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:01	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:02	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:03	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:04	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:05	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:06	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:07	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:08	323	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:09	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:10	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:11	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:12	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:13	324	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:14	323	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:15	323	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:16	323	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:17	323	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:18	323	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:19	323	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:20	216	0.0	1.06	0.200	323	0.0	1.00	0.008
12:12:2023:14:43:22	171	0.0	1.06	0.200	176	0.0	1.00	0.008
12:12:2023:14:43:23	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:24	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:25	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:26	171	0.0	1.06	0.200	169	0.0	1.00	0.008
12:12:2023:14:43:27	171	0.0	1.06	0.200	169	0.0	1.00	0.008
12:12:2023:14:43:28	171	0.0	1.06	0.200	169	0.0	1.00	0.008
12:12:2023:14:43:29	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:30	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:31	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:32	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:33	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:34	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:35	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:36	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:37	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:38	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:39	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:40	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:41	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:42	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:43	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:44	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:45	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:46	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:47	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:48	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:49	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:50	171	0.0	1.06	0.200	170	0.0	1.00	0.008
12:12:2023:14:43:51	161	0.0	1.06	0.200	154	0.0	1.00	0.008
12:12:2023:14:43:52	97	0.0	1.06	0.200	79	0.0	1.00	0.008
12:12:2023:14:43:53	21	0.0	1.06	0.200	15	0.0	1.00	0.008
12:12:2023:14:43:54	5	0.0	1.06	0.200	5	0.0	1.00	0.008
12:12:2023:14:43:55	3	0.0	1.06	0.200	2	0.0	1.00	0.008
12:12:2023:14:43:56	1	0.0	1.06	0.200	0	0.0	1.00	0.008
12:12:2023:14:43:57	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:43:58	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:43:59	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:00	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:01	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:02	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:03	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:04	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:05	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:06	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:07	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:08	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:09	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:10	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:11	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:12	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:13	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:14	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:15	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:16	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:17	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:18	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:19	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:20	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:21	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:22	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:23	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:24	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:25	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:26	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:28	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:29	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:30	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:31	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:32	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:33	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:34	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:35	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:36	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:37	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:38	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:39	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:40	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:41	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:42	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:43	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:44	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:45	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:46	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:47	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:48	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:49	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:50	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:51	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:52	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:53	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:54	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:55	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:56	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:57	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:58	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:44:59	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:00	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:01	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:02	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:03	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:04	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:05	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:06	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:07	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:08	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:09	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:10	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:11	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:12	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:13	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:14	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:15	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:16	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:17	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:18	0	0.0	1.06	0.200	-1	0.0	1.00	0.008
12:12:2023:14:45:19	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:20	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:21	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:22	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:23	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:24	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:25	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:26	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:27	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:28	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:29	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:30	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:31	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:32	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:34	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:35	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:36	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:37	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:38	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:39	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:40	Reset Total, Vol = 0.20  m3
12:12:2023:14:45:40	0	0.0	1.06	0.200	-1	0.0	1.00	0.000
12:12:2023:14:45:41	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:42	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:43	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:44	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:45	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:46	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:47	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:48	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:49	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:50	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:51	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:52	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:53	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:54	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:55	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:56	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:57	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:58	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:45:59	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:00	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:01	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:02	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:03	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:04	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:05	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:06	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:07	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:08	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:09	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:10	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:11	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:12	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:13	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:14	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:15	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:16	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:17	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:18	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:19	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:20	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:21	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:22	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:23	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:24	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:25	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:26	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:27	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:28	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:29	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:30	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:31	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:32	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:33	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:34	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:35	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:36	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:37	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:38	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:40	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:41	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:42	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:43	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:44	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:45	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:46	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:47	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:48	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:49	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:50	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:51	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:52	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:53	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:54	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:55	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:56	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:57	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:58	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:46:59	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:00	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:01	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:02	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:03	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:04	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:05	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:06	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:07	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:08	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:09	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:10	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:11	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:12	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:13	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:14	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:15	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:16	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:17	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:18	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:19	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:20	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:21	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:22	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:23	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:24	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:25	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:26	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:27	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:28	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:29	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:30	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:31	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:32	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:33	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:34	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
12:12:2023:14:47:35	0	0.0	1.06	0.000	-1	0.0	1.00	0.000
