Time	Treating Pressure	Flow Rate	Density	Volume	TOT vol nrd	NRD VOLUME	RETURN VOL	total bla	RDA2 IN1
mm:dd:yyyy:hh:mm:ss	bars	l/min	sgu	m3	m3	m3	m3	m3	bars
____	______________	________	________	_______	___________	__________	__________	_________	________	
12:10:2023:15:26:54	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:26:55	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:26:56	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:26:57	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:26:58	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:26:59	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:00	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:01	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:02	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:03	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:04	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:05	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:06	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:07	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:08	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:09	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:10	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:11	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:12	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:13	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:14	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:15	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:16	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:17	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:18	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:19	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:20	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:21	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:22	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:23	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:24	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:25	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:26	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:27	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:28	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:29	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:30	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:31	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:32	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:33	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:34	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:35	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:36	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:37	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:38	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:39	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:40	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:41	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:42	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:43	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:44	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:45	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:46	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:47	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:48	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:49	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:50	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:51	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:52	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:53	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:54	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:55	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:56	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:57	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:58	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:27:59	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:00	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:01	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:02	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:03	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:04	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:05	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:06	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:07	117	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:08	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:09	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:10	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:11	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:12	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:13	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:14	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:15	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:16	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:17	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:18	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:19	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:20	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:21	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:22	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:23	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:24	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:25	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:26	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:27	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:28	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:29	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:30	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:31	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:32	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:33	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:34	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:35	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:36	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:37	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:38	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:39	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:40	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:41	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:42	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:43	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:44	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:45	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:46	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:47	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:48	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:49	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:50	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:51	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:52	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:53	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:54	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:55	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:56	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:57	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:58	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:28:59	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:00	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:01	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:02	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:03	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:04	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:05	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:06	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:07	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:08	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:09	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:10	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:11	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:12	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:13	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:14	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:15	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:16	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:17	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:18	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:19	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:20	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:21	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:22	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:23	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:24	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:25	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:26	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:27	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:28	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:29	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:30	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:31	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:32	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:33	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:34	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:35	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:36	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:37	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:38	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:39	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:40	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:41	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:42	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:43	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:44	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:45	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:46	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:47	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:48	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:49	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:50	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:51	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:52	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:53	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:54	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:55	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:56	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:57	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:58	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:29:59	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:00	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:01	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:02	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:03	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:04	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:05	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:06	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:07	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:08	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:09	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:10	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:11	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:12	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:13	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:14	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:15	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:16	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:17	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:18	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:19	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:20	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:21	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:22	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:23	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:24	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:25	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:26	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:27	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:28	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:29	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:30	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:31	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:32	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:33	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:34	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:35	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:36	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:37	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:38	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:39	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:40	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:41	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:42	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:43	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:44	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:45	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:46	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:47	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:48	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:49	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:50	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:51	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:52	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:53	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:54	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:55	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:56	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:57	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:58	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:30:59	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:00	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:01	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:02	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:03	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:04	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:05	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:06	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:07	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:08	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:09	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:10	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:11	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:12	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:13	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:14	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:15	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:16	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:17	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:18	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:19	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:20	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:21	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:22	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:23	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:24	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:25	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:26	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:27	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:28	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:29	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:30	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:31	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:32	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:33	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:34	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:35	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:36	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:37	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:38	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:39	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:40	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:41	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:42	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:43	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:44	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:45	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:46	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:47	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:48	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:49	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:50	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:51	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:52	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:53	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:54	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:55	116	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:56	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:57	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:58	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:31:59	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:00	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:01	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:02	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:03	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:04	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:05	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:06	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:07	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:08	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:09	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:10	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:11	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:12	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:13	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:14	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
12:10:2023:15:32:15	115	0	1.09	1.56	1.555	0.000	0.00	0.000	0
