Time	Treating Pressure	Flow Rate	Density	Volume	TOT vol nrd	NRD VOLUME	RETURN VOL	total bla	RDA2 IN1
mm:dd:yyyy:hh:mm:ss	bars	l/min	sgu	m3	m3	m3	m3	m3	bars
____	______________	________	________	_______	___________	__________	__________	_________	________	
12:10:2023:14:42:58	3	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:42:59	3	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:00	flush lines
12:10:2023:14:43:00	3	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:01	3	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:02	3	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:03	3	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:04	3	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:05	3	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:06	3	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:07	3	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:08	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:09	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:10	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:11	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:12	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:13	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:14	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:15	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:16	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:17	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:18	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:19	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:20	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:21	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:22	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:23	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:24	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:25	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:26	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:27	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:28	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:29	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:30	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:31	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:32	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:33	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:34	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:35	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:36	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:37	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:38	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:39	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:40	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:41	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:42	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:43	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:44	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:45	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:46	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:47	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:48	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:49	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:50	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:51	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:52	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:53	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:54	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:55	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:56	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:57	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:58	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:43:59	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:00	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:01	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:02	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:03	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:04	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:05	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:06	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:07	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:08	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:09	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:10	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:11	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:12	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:13	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:14	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:15	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:16	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:17	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:18	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:19	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:20	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:21	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:22	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:23	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:24	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:25	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:26	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:27	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:28	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:29	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:30	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:31	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:32	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:33	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:34	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:35	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:36	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:37	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:38	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:39	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:40	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:41	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:42	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:43	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:44	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:45	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:46	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:47	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:48	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:49	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:50	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:51	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:52	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:53	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:54	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:55	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:56	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:57	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:58	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:44:59	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:00	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:01	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:02	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:03	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:04	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:05	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:06	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:07	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:08	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:09	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:10	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:11	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:12	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:13	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:14	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:15	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:16	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:17	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:18	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:19	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:20	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:21	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:22	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:23	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:24	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:25	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:26	2	0	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:27	2	3	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:28	3	48	1.09	0.00	0.000	0.000	0.00	0.000	-259
12:10:2023:14:45:29	3	98	1.09	0.00	0.002	0.000	0.00	0.000	-259
12:10:2023:14:45:30	3	146	1.09	0.00	0.004	0.000	0.00	0.000	-259
12:10:2023:14:45:31	4	216	1.09	0.01	0.007	0.000	0.00	0.000	-259
12:10:2023:14:45:32	4	270	1.09	0.01	0.011	0.000	0.00	0.000	-259
12:10:2023:14:45:33	4	292	1.09	0.02	0.015	0.000	0.00	0.000	-259
12:10:2023:14:45:34	4	311	1.09	0.02	0.020	0.000	0.00	0.000	-259
12:10:2023:14:45:35	4	314	1.09	0.03	0.026	0.000	0.00	0.000	-259
12:10:2023:14:45:36	4	295	1.09	0.03	0.031	0.000	0.00	0.000	-259
12:10:2023:14:45:37	4	276	1.09	0.04	0.036	0.000	0.00	0.000	-259
12:10:2023:14:45:38	4	267	1.09	0.04	0.040	0.000	0.00	0.000	-259
12:10:2023:14:45:39	4	260	1.09	0.04	0.044	0.000	0.00	0.000	-259
12:10:2023:14:45:40	4	260	1.09	0.05	0.049	0.000	0.00	0.000	-259
12:10:2023:14:45:41	4	260	1.09	0.05	0.053	0.000	0.00	0.000	-259
12:10:2023:14:45:42	4	257	1.09	0.06	0.057	0.000	0.00	0.000	-259
12:10:2023:14:45:43	4	257	1.09	0.06	0.062	0.000	0.00	0.000	-259
12:10:2023:14:45:44	4	251	1.09	0.07	0.066	0.000	0.00	0.000	-259
12:10:2023:14:45:45	4	241	1.09	0.07	0.070	0.000	0.00	0.000	-259
12:10:2023:14:45:46	4	241	1.09	0.07	0.074	0.000	0.00	0.000	-259
12:10:2023:14:45:47	4	245	1.09	0.08	0.078	0.000	0.00	0.000	-259
12:10:2023:14:45:48	4	238	1.09	0.08	0.082	0.000	0.00	0.000	-259
12:10:2023:14:45:49	4	226	1.09	0.09	0.086	0.000	0.00	0.000	-259
12:10:2023:14:45:50	4	222	1.09	0.09	0.090	0.000	0.00	0.000	-259
12:10:2023:14:45:51	4	213	1.09	0.09	0.093	0.000	0.00	0.000	-259
12:10:2023:14:45:52	4	206	1.09	0.10	0.097	0.000	0.00	0.000	-259
12:10:2023:14:45:53	4	210	1.09	0.10	0.100	0.000	0.00	0.000	-259
12:10:2023:14:45:54	4	210	1.09	0.10	0.104	0.000	0.00	0.000	-259
12:10:2023:14:45:55	4	210	1.09	0.11	0.107	0.000	0.00	0.000	-259
12:10:2023:14:45:56	4	206	1.09	0.11	0.111	0.000	0.00	0.000	-259
12:10:2023:14:45:57	4	210	1.09	0.11	0.114	0.000	0.00	0.000	-259
12:10:2023:14:45:58	4	210	1.09	0.12	0.118	0.000	0.00	0.000	-259
12:10:2023:14:45:59	4	210	1.09	0.12	0.121	0.000	0.00	0.000	-259
12:10:2023:14:46:00	4	206	1.09	0.12	0.125	0.000	0.00	0.000	-259
12:10:2023:14:46:01	4	203	1.09	0.13	0.128	0.000	0.00	0.000	-259
12:10:2023:14:46:02	4	203	1.09	0.13	0.132	0.000	0.00	0.000	-259
12:10:2023:14:46:03	4	206	1.09	0.13	0.135	0.000	0.00	0.000	-259
12:10:2023:14:46:04	4	206	1.09	0.14	0.138	0.000	0.00	0.000	-259
12:10:2023:14:46:05	4	210	1.09	0.14	0.142	0.000	0.00	0.000	-259
12:10:2023:14:46:06	4	206	1.09	0.15	0.145	0.000	0.00	0.000	-259
12:10:2023:14:46:07	4	206	1.09	0.15	0.149	0.000	0.00	0.000	-259
12:10:2023:14:46:08	4	206	1.09	0.15	0.152	0.000	0.00	0.000	-259
12:10:2023:14:46:09	4	206	1.09	0.16	0.156	0.000	0.00	0.000	-259
12:10:2023:14:46:10	4	203	1.09	0.16	0.159	0.000	0.00	0.000	-259
12:10:2023:14:46:11	4	203	1.09	0.16	0.162	0.000	0.00	0.000	-259
12:10:2023:14:46:12	4	206	1.09	0.17	0.166	0.000	0.00	0.000	-259
12:10:2023:14:46:13	4	203	1.09	0.17	0.169	0.000	0.00	0.000	-259
12:10:2023:14:46:14	4	203	1.09	0.17	0.173	0.000	0.00	0.000	-259
12:10:2023:14:46:15	4	206	1.09	0.18	0.176	0.000	0.00	0.000	-259
12:10:2023:14:46:16	4	206	1.09	0.18	0.180	0.000	0.00	0.000	-259
12:10:2023:14:46:17	4	203	1.09	0.18	0.183	0.000	0.00	0.000	-259
12:10:2023:14:46:18	4	206	1.09	0.19	0.186	0.000	0.00	0.000	-259
12:10:2023:14:46:19	4	200	1.09	0.19	0.190	0.000	0.00	0.000	-259
12:10:2023:14:46:20	4	200	1.09	0.19	0.193	0.000	0.00	0.000	-259
12:10:2023:14:46:21	4	203	1.09	0.20	0.196	0.000	0.00	0.000	-259
12:10:2023:14:46:22	4	203	1.09	0.20	0.200	0.000	0.00	0.000	-259
12:10:2023:14:46:23	4	203	1.09	0.20	0.203	0.000	0.00	0.000	-259
12:10:2023:14:46:24	4	203	1.09	0.21	0.207	0.000	0.00	0.000	-259
12:10:2023:14:46:25	4	203	1.09	0.21	0.210	0.000	0.00	0.000	-259
12:10:2023:14:46:26	4	203	1.09	0.21	0.213	0.000	0.00	0.000	-259
12:10:2023:14:46:27	4	203	1.09	0.22	0.217	0.000	0.00	0.000	-259
12:10:2023:14:46:28	4	210	1.09	0.22	0.220	0.000	0.00	0.000	-259
12:10:2023:14:46:29	4	206	1.09	0.22	0.224	0.000	0.00	0.000	-259
12:10:2023:14:46:30	4	206	1.09	0.23	0.227	0.000	0.00	0.000	-259
12:10:2023:14:46:31	4	203	1.09	0.23	0.231	0.000	0.00	0.000	-259
12:10:2023:14:46:32	4	206	1.09	0.23	0.234	0.000	0.00	0.000	-259
12:10:2023:14:46:33	4	206	1.09	0.24	0.237	0.000	0.00	0.000	-259
12:10:2023:14:46:34	4	206	1.09	0.24	0.241	0.000	0.00	0.000	-259
12:10:2023:14:46:35	4	206	1.09	0.24	0.244	0.000	0.00	0.000	-259
12:10:2023:14:46:36	4	206	1.09	0.25	0.248	0.000	0.00	0.000	-259
12:10:2023:14:46:37	4	206	1.09	0.25	0.251	0.000	0.00	0.000	-259
12:10:2023:14:46:38	4	210	1.09	0.25	0.255	0.000	0.00	0.000	-259
12:10:2023:14:46:39	4	206	1.09	0.26	0.258	0.000	0.00	0.000	-259
12:10:2023:14:46:40	4	206	1.09	0.26	0.262	0.000	0.00	0.000	-259
12:10:2023:14:46:41	4	206	1.09	0.27	0.265	0.000	0.00	0.000	-259
12:10:2023:14:46:42	4	206	1.09	0.27	0.268	0.000	0.00	0.000	-259
12:10:2023:14:46:43	4	210	1.09	0.27	0.272	0.000	0.00	0.000	-259
12:10:2023:14:46:44	4	210	1.09	0.28	0.275	0.000	0.00	0.000	-259
12:10:2023:14:46:45	4	206	1.09	0.28	0.279	0.000	0.00	0.000	-259
12:10:2023:14:46:46	4	210	1.09	0.28	0.282	0.000	0.00	0.000	-259
12:10:2023:14:46:47	4	206	1.09	0.29	0.286	0.000	0.00	0.000	-259
12:10:2023:14:46:48	4	206	1.09	0.29	0.289	0.000	0.00	0.000	-259
12:10:2023:14:46:49	4	206	1.09	0.29	0.293	0.000	0.00	0.000	-259
12:10:2023:14:46:50	4	206	1.09	0.30	0.296	0.000	0.00	0.000	-259
12:10:2023:14:46:51	4	203	1.09	0.30	0.300	0.000	0.00	0.000	-259
12:10:2023:14:46:52	4	206	1.09	0.30	0.303	0.000	0.00	0.000	-259
12:10:2023:14:46:53	4	203	1.09	0.31	0.306	0.000	0.00	0.000	-259
12:10:2023:14:46:54	4	203	1.09	0.31	0.310	0.000	0.00	0.000	-259
12:10:2023:14:46:55	4	206	1.09	0.31	0.313	0.000	0.00	0.000	-259
12:10:2023:14:46:56	4	206	1.09	0.32	0.317	0.000	0.00	0.000	-259
12:10:2023:14:46:57	4	206	1.09	0.32	0.320	0.000	0.00	0.000	-259
12:10:2023:14:46:58	4	210	1.09	0.32	0.324	0.000	0.00	0.000	-259
12:10:2023:14:46:59	4	203	1.09	0.33	0.327	0.000	0.00	0.000	-259
12:10:2023:14:47:00	4	206	1.09	0.33	0.330	0.000	0.00	0.000	-259
12:10:2023:14:47:01	4	203	1.09	0.33	0.334	0.000	0.00	0.000	-259
12:10:2023:14:47:02	4	206	1.09	0.34	0.337	0.000	0.00	0.000	-259
12:10:2023:14:47:03	4	206	1.09	0.34	0.341	0.000	0.00	0.000	-259
12:10:2023:14:47:04	4	203	1.09	0.34	0.344	0.000	0.00	0.000	-259
12:10:2023:14:47:05	2	156	1.09	0.35	0.347	0.000	0.00	0.000	-259
12:10:2023:14:47:06	2	79	1.09	0.35	0.349	0.000	0.00	0.000	-259
12:10:2023:14:47:07	2	32	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:08	2	6	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:09	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:10	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:11	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:12	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:13	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:14	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:15	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:16	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:17	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:18	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:19	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:20	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:21	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:22	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:23	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:24	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:25	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:26	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:27	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:28	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:29	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:30	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:31	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:32	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:33	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:34	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:35	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:36	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:37	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:38	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:39	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:40	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:41	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:42	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:43	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:44	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:45	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:46	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:47	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:48	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:49	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:50	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:51	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:52	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:53	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:54	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:55	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:56	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:57	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:58	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:47:59	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:48:00	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:48:01	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:48:02	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:48:03	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:48:04	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:48:05	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:48:06	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:48:07	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:48:08	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:48:09	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:48:10	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
12:10:2023:14:48:11	2	0	1.09	0.35	0.350	0.000	0.00	0.000	-259
